geneID	cluster	domain	pfam
Pele_DN124774_c0_g1	1	PAN_2	PF08276
Pele_DN124774_c0_g1	1	PAN_4	PF14295
Pele_DN125279_c0_g1	1	fn3	PF00041
Pele_DN125279_c0_g1	1	LRR_1	PF00560
Pele_DN125279_c0_g1	1	LRRCT	PF01463
Pele_DN125279_c0_g1	1	LRR_4	PF12799
Pele_DN125279_c0_g1	1	LRR_5	PF13306
Pele_DN125279_c0_g1	1	LRR_6	PF13516
Pele_DN125279_c0_g1	1	LRR_8	PF13855
Pele_DN125279_c0_g1	1	LRR_9	PF14580
Pele_DN125279_c0_g1	1	Pur_ac_phosph_N	PF16656
Pele_DN125279_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN125279_c0_g1	1	Fn3_VIN3	PF23376
Pele_DN125279_c0_g1	1	LRR_14	PF23598
Pele_DN125279_c0_g1	1	LRR_EndoS	PF23952
Pele_DN125541_c0_g1	1	Protocadherin	PF08374
Pele_DN125541_c0_g1	1	OSTbeta	PF15048
Pele_DN125541_c0_g1	1	TMEM154	PF15102
Pele_DN125541_c0_g1	1	DUF6361	PF19888
Pele_DN125541_c0_g1	1	HCMV_UL116	PF25706
Pele_DN125541_c0_g1	1	Shisa5_N	PF27717
Pele_DN125819_c0_g4	1	ADIP	PF11559
Pele_DN125819_c0_g4	1	EIF3I	PF24805
Pele_DN126173_c1_g1	1	CUB	PF00431
Pele_DN126173_c1_g1	1	SUEL_Lectin	PF02140
Pele_DN126301_c0_g1	1	Bac_DnaA	PF00308
Pele_DN126301_c0_g1	1	WD40	PF00400
Pele_DN126301_c0_g1	1	ATPase_2	PF01637
Pele_DN126301_c0_g1	1	NTPase_1	PF03266
Pele_DN126301_c0_g1	1	ResIII	PF04851
Pele_DN126301_c0_g1	1	NACHT	PF05729
Pele_DN126301_c0_g1	1	KAP_NTPase	PF07693
Pele_DN126301_c0_g1	1	AAA_7	PF12775
Pele_DN126301_c0_g1	1	AAA_19	PF13245
Pele_DN126301_c0_g1	1	AAA_22	PF13401
Pele_DN126301_c0_g1	1	Beta-prop_ACSF4	PF13570
Pele_DN126301_c0_g1	1	Beta-prop_WDR19_2nd	PF15911
Pele_DN126301_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pele_DN126301_c0_g1	1	Beta-prop_EML	PF23409
Pele_DN126301_c0_g1	1	Beta-prop_VPS8	PF23410
Pele_DN126301_c0_g1	1	Beta-prop_EML_2	PF23414
Pele_DN126301_c0_g1	1	WDR55	PF24796
Pele_DN126301_c0_g1	1	EIF3I	PF24805
Pele_DN126301_c0_g1	1	WD40_CDC20-Fz	PF24807
Pele_DN126301_c0_g1	1	WD40_Prp19	PF24814
Pele_DN126301_c0_g1	1	WD40_WDHD1_1st	PF24817
Pele_DN126301_c0_g1	1	NPHP3_N	PF24883
Pele_DN126301_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pele_DN126301_c0_g1	1	Beta-prop_WDR3_2nd	PF25172
Pele_DN126301_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Pele_DN126301_c0_g1	1	Beta-prop_THOC3	PF25174
Pele_DN126301_c0_g1	1	Beta-prop_WDR5	PF25175
Pele_DN126301_c0_g1	1	nSTAND_NTPase5	PF25199
Pele_DN126301_c0_g1	1	nSTAND6	PF25201
Pele_DN126301_c0_g1	1	WHD_NWD1	PF25469
Pele_DN126478_c1_g2	1	BTB	PF00651
Pele_DN126478_c1_g2	1	Kelch_1	PF01344
Pele_DN126478_c1_g2	1	Kelch_2	PF07646
Pele_DN126478_c1_g2	1	Myelin-PO_C	PF10570
Pele_DN126478_c1_g2	1	Beta-prop_FBX42	PF13415
Pele_DN126478_c1_g2	1	Beta-prop_Calicin	PF13964
Pele_DN126478_c1_g2	1	Beta-prop_ATRN-LZTR1	PF24981
Pele_DN126478_c1_g2	1	NANM	PF24996
Pele_DN126478_c1_g2	1	Spectrin_SYNE1	PF25034
Pele_DN126478_c1_g2	1	Kelch_FKB95	PF25210
Pele_DN126478_c1_g2	1	Spe-44	PF25892
Pele_DN126478_c1_g2	1	MoxZ	PF27243
Pele_DN126540_c0_g1	1	F5_F8_type_C	PF00754
Pele_DN126540_c0_g1	1	PAN_4	PF14295
Pele_DN126540_c0_g1	1	DUF5605	PF18310
Pele_DN126839_c0_g1	1	Methyltransf_21	PF05050
Pele_DN126839_c0_g1	1	Methyltransf_22	PF13383
Pele_DN126933_c0_g1	1	PAN_1	PF00024
Pele_DN126933_c0_g1	1	CoV_RPol_N	PF06478
Pele_DN126933_c0_g1	1	PAN_2	PF08276
Pele_DN126933_c0_g1	1	PAN_4	PF14295
Pele_DN126933_c0_g1	1	F5_F8_type_C_2	PF22633
Pele_DN127222_c0_g1	1	zf-C2H2	PF00096
Pele_DN127222_c0_g1	1	Rubredoxin	PF00301
Pele_DN127222_c0_g1	1	HypA	PF01155
Pele_DN127222_c0_g1	1	Zn_ribbon_Elf1	PF05129
Pele_DN127222_c0_g1	1	zf-Di19	PF05605
Pele_DN127222_c0_g1	1	GpA_ATPase	PF05876
Pele_DN127222_c0_g1	1	Zn_ribbon_8	PF09723
Pele_DN127222_c0_g1	1	Zn_ribbon_10	PF10058
Pele_DN127222_c0_g1	1	zf-H2C2_2	PF13465
Pele_DN127222_c0_g1	1	Zn_ribbon_4	PF13717
Pele_DN127222_c0_g1	1	zf-C2H2_4	PF13894
Pele_DN127222_c0_g1	1	CpXC	PF14353
Pele_DN127222_c0_g1	1	zf-C2HE	PF16278
Pele_DN127222_c0_g1	1	Zn_ribbon_SprT	PF17283
Pele_DN127222_c0_g1	1	DZR_2	PF18912
Pele_DN127222_c0_g1	1	DUF5810	PF19126
Pele_DN127222_c0_g1	1	Zn_ribbon_16	PF21957
Pele_DN127222_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pele_DN127222_c0_g1	1	Zf-C2H2_ZNF451	PF23108
Pele_DN127222_c0_g1	1	Zn_SUZ12	PF23320
Pele_DN127222_c0_g1	1	DUF7130	PF23458
Pele_DN127222_c0_g1	1	Zn_ribbon_FGT1_1	PF23547
Pele_DN127222_c0_g1	1	zf-C2H2_ZNF142_18	PF23574
Pele_DN127222_c0_g1	1	zf-C2H2_16	PF23611
Pele_DN127222_c0_g1	1	YmcF-like	PF23641
Pele_DN127222_c0_g1	1	DUF7559	PF24440
Pele_DN127222_c0_g1	1	CoiA_N	PF25164
Pele_DN127222_c0_g1	1	DUF8106	PF26408
Pele_DN127222_c0_g1	1	Rv1322	PF27609
Pele_DN127281_c0_g1	1	Ank	PF00023
Pele_DN127281_c0_g1	1	Ank_2	PF12796
Pele_DN127281_c0_g1	1	Ank_3	PF13606
Pele_DN127281_c0_g1	1	Ank_4	PF13637
Pele_DN127281_c0_g1	1	Ank_5	PF13857
Pele_DN127281_c0_g1	1	Ank_KRIT1	PF24521
Pele_DN127575_c1_g1	1	Mab-21	PF03281
Pele_DN127575_c1_g1	1	Mab-21_C	PF20266
Pele_DN128019_c0_g1	1	Saf4_Yju2	PF04502
Pele_DN128019_c0_g1	1	CD225	PF04505
Pele_DN128019_c0_g1	1	RAP1	PF07218
Pele_DN128019_c0_g1	1	Yae1_N	PF09811
Pele_DN128062_c0_g1	1	MIT	PF04212
Pele_DN128062_c0_g1	1	TPR_11	PF13414
Pele_DN128062_c0_g1	1	TPR_14	PF13428
Pele_DN128062_c0_g1	1	TPR_WDR35	PF25170
Pele_DN128293_c0_g1	1	PAN_1	PF00024
Pele_DN128293_c0_g1	1	PAN_3	PF08277
Pele_DN129392_c0_g2	1	PLAC	PF08686
Pele_DN129392_c0_g2	1	New_glue	PF21827
Pele_DN129392_c0_g2	1	ADAMTS_C	PF23178
Pele_DN129655_c0_g1	1	Sushi	PF00084
Pele_DN129655_c0_g1	1	HRM	PF02793
Pele_DN129694_c0_g1	1	DUF2157	PF09925
Pele_DN129767_c0_g1	1	Lectin_C	PF00059
Pele_DN129767_c0_g1	1	RIFIN	PF02009
Pele_DN129767_c0_g1	1	DUF3377	PF11857
Pele_DN129767_c0_g1	1	AJAP1_PANP_C	PF15298
Pele_DN129805_c0_g1	1	Lectin_C	PF00059
Pele_DN129805_c0_g1	1	L71	PF02448
Pele_DN129875_c0_g1	1	EF-hand_1	PF00036
Pele_DN129875_c0_g1	1	EF-hand_11	PF08976
Pele_DN129875_c0_g1	1	EF-hand_6	PF13405
Pele_DN129875_c0_g1	1	EF-hand_7	PF13499
Pele_DN129875_c0_g1	1	EF-hand_8	PF13833
Pele_DN129875_c0_g1	1	DUF5580	PF17743
Pele_DN129875_c0_g1	1	FGAR-AT_linker	PF18072
