geneID	cluster	domain	pfam
Amar_DN146134_c0_g1	1	zf-C2HE	PF16278
Amar_DN146134_c0_g1	1	zf_UBZ	PF18439
Amar_DN146134_c0_g1	1	Zap1_zf1	PF21816
Amar_DN146134_c0_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Amar_DN146134_c0_g1	1	zf-C2H2_ZNF462_1st	PF23077
Amar_DN146134_c0_g1	1	Zf-C2H2_ZNF451_2nd	PF23102
Amar_DN146134_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Amar_DN146134_c0_g1	1	Zf-C2H2_ZNF451	PF23108
Amar_DN146134_c0_g1	1	zf-C2H2_14	PF23330
Amar_DN146134_c0_g1	1	C2H2-zf_KIN17	PF25095
Amar_DN146134_c0_g1	1	zf-C2H2_ZN292	PF25420
Amar_DN146134_c0_g1	1	zf_C2H2_17_2	PF26176
Amar_DN146134_c0_g1	1	zf-BED_2	PF26664
Amar_DN164314_c0_g1	1	TMEM132_C	PF15706
Amar_DN1781_c0_g1	1	OTU	PF02338
Amar_DN1781_c0_g1	1	Peptidase_C65	PF10275
Amar_DN20476_c0_g2	1	F5_F8_type_C	PF00754
Amar_DN20476_c0_g2	1	F5_F8_type_C_2	PF22633
Amar_DN22507_c0_g1	1	CagY_M	PF07337
Amar_DN22507_c0_g1	1	CMIP6	PF15667
Amar_DN22898_c0_g1	1	SnoaL_2	PF12680
Amar_DN22898_c0_g1	1	SnoaL_4	PF13577
Amar_DN22898_c0_g1	1	DUF4440	PF14534
Amar_DN22898_c0_g1	1	MTHFR_2	PF19345
Amar_DN23828_c0_g2	1	CSRNP_N	PF16019
Amar_DN23828_c0_g2	1	DUF5685	PF18937
Amar_DN23831_c0_g1	1	DERM	PF14704
Amar_DN24208_c0_g1	1	Arm	PF00514
Amar_DN24208_c0_g1	1	TIR	PF01582
Amar_DN24208_c0_g1	1	SAM_PNT	PF02198
Amar_DN24208_c0_g1	1	ARM_ARMC5	PF24768
Amar_DN24208_c0_g1	1	ARM_PUB	PF25598
Amar_DN24446_c0_g1	1	MGC-24	PF05283
Amar_DN24446_c0_g1	1	DUF1206	PF06724
Amar_DN24446_c0_g1	1	Orthoreo_P10	PF07204
Amar_DN24446_c0_g1	1	DUF2663	PF10864
Amar_DN24446_c0_g1	1	Tcell_CD4_C	PF12104
Amar_DN24446_c0_g1	1	OppC_N	PF12911
Amar_DN24446_c0_g1	1	EphA2_TM	PF14575
Amar_DN24446_c0_g1	1	MLANA	PF14991
Amar_DN24446_c0_g1	1	MAP17	PF15807
Amar_DN24446_c0_g1	1	DUF7103	PF23396
Amar_DN24446_c0_g1	1	AF_0970	PF27382
Amar_DN24446_c0_g1	1	UCP033729	PF27667
Amar_DN24446_c0_g1	1	C1orf162	PF27946
Amar_DN24709_c0_g1	1	EGF	PF00008
Amar_DN24709_c0_g1	1	hEGF	PF12661
Amar_DN24709_c0_g1	1	QVR	PF17064
Amar_DN24751_c0_g2	1	Neur_chan_LBD	PF02931
Amar_DN2522_c0_g1	1	Galactosyl_T	PF01762
Amar_DN2522_c0_g1	1	Fringe	PF02434
Amar_DN25520_c0_g1	1	Shisa_N	PF13908
Amar_DN25782_c0_g1	1	Peptidase_S30	PF01577
Amar_DN25782_c0_g1	1	NST1	PF13945
Amar_DN25782_c0_g1	1	AIM3	PF17096
Amar_DN25782_c0_g1	1	GlpR	PF28211
Amar_DN28459_c0_g1	1	Ldl_recept_a	PF00057
Amar_DN28459_c0_g1	1	Toxin_27	PF08099
Amar_DN28459_c0_g1	1	DUF7630	PF24633
Amar_DN28459_c0_g1	1	LDLRAD1_C	PF25241
Amar_DN28587_c0_g1	1	Reovirus_cap	PF00979
Amar_DN28587_c0_g1	1	TFIIA	PF03153
Amar_DN28587_c0_g1	1	Roughex	PF06020
Amar_DN28587_c0_g1	1	Trp_oprn_chp	PF09534
Amar_DN28587_c0_g1	1	Activator_LAG-3	PF11498
Amar_DN28587_c0_g1	1	WBP-1	PF11669
Amar_DN28587_c0_g1	1	MscS_TM	PF12794
Amar_DN28587_c0_g1	1	EphA2_TM	PF14575
Amar_DN28587_c0_g1	1	MITF_TFEB_C_3_N	PF15951
Amar_DN28587_c0_g1	1	ArlX	PF24151
Amar_DN28587_c0_g1	1	T4_Tape_measure	PF25671
Amar_DN28587_c0_g1	1	Betaherpes_U91	PF25686
Amar_DN28587_c0_g1	1	MCM8_N	PF26065
Amar_DN28860_c0_g1	1	LapA_dom	PF06305
Amar_DN28870_c0_g1	1	DHHC	PF01529
Amar_DN28870_c0_g1	1	Epiregulin_C	PF28423
Amar_DN2900_c0_g2	1	Glyco_transf_92	PF01697
Amar_DN2900_c0_g2	1	PilZ	PF07238
Amar_DN2900_c0_g2	1	DUF1979	PF09322
Amar_DN29055_c0_g1	1	Conotoxin	PF02950
Amar_DN29055_c0_g1	1	Toxin_12	PF07740
Amar_DN29211_c0_g1	1	UPAR_LY6	PF00021
Amar_DN29211_c0_g1	1	Toxin_TOLIP	PF00087
Amar_DN29211_c0_g1	1	Activin_recp	PF01064
Amar_DN29211_c0_g1	1	UPAR_LY6_2	PF16975
Amar_DN29211_c0_g1	1	QVR	PF17064
Amar_DN29620_c0_g3	1	GAPT	PF11770
Amar_DN29620_c0_g3	1	Comm	PF15957
Amar_DN30159_c0_g2	1	Lectin_C	PF00059
Amar_DN30159_c0_g2	1	UL45	PF05473
Amar_DN30159_c0_g2	1	PAN_4	PF14295
Amar_DN30502_c0_g1	1	ubiquitin	PF00240
Amar_DN30502_c0_g1	1	Arm	PF00514
Amar_DN30502_c0_g1	1	Adaptin_N	PF01602
Amar_DN30502_c0_g1	1	HEAT	PF02985
Amar_DN30502_c0_g1	1	Arm_2	PF04826
Amar_DN30502_c0_g1	1	V-ATPase_H_C	PF11698
Amar_DN30502_c0_g1	1	Rad60-SLD	PF11976
Amar_DN30502_c0_g1	1	HEAT_2	PF13646
Amar_DN30502_c0_g1	1	HEAT_GCN1	PF23271
Amar_DN30608_c0_g2	1	ATX_III	PF08098
Amar_DN30608_c0_g2	1	Zap1_zf1	PF21816
Amar_DN30916_c0_g1	1	EF-hand_1	PF00036
Amar_DN30916_c0_g1	1	LRR_1	PF00560
Amar_DN30916_c0_g1	1	LRR_2	PF07723
Amar_DN30916_c0_g1	1	LRR_4	PF12799
Amar_DN30916_c0_g1	1	EF-hand_5	PF13202
Amar_DN30916_c0_g1	1	EF-hand_6	PF13405
Amar_DN30916_c0_g1	1	LRR_6	PF13516
Amar_DN30916_c0_g1	1	EF-hand_8	PF13833
Amar_DN30916_c0_g1	1	LRR_8	PF13855
Amar_DN30916_c0_g1	1	FCaBP_EF-hand	PF22592
Amar_DN30916_c0_g1	1	LRR_TMOD-LMOD	PF27087
Amar_DN31351_c0_g1	1	IQ	PF00612
Amar_DN31743_c0_g2	1	Tetraspanin	PF00335
Amar_DN32152_c0_g1	1	Sushi	PF00084
Amar_DN32152_c0_g1	1	HRM	PF02793
Amar_DN32152_c0_g1	1	Ephrin_CRD	PF25599
Amar_DN32396_c0_g1	1	CUB	PF00431
Amar_DN32492_c0_g1	1	EMP24_GP25L	PF01105
Amar_DN32492_c0_g1	1	Papilloma_E5	PF03025
Amar_DN32492_c0_g1	1	ING	PF12998
Amar_DN32492_c0_g1	1	GH141_M	PF21231
Amar_DN32492_c0_g1	1	PH_SSH1-like_1st	PF23040
Amar_DN32577_c0_g1	1	SlyX	PF04102
Amar_DN32577_c0_g1	1	FCD	PF07729
Amar_DN32966_c0_g2	1	CUB	PF00431
Amar_DN32966_c0_g2	1	SUEL_Lectin	PF02140
Amar_DN32966_c0_g2	1	LapA_dom	PF06305
Amar_DN32966_c0_g2	1	Myc_target_1	PF15179
Amar_DN33494_c0_g1	1	Ank	PF00023
Amar_DN33494_c0_g1	1	Ank_2	PF12796
Amar_DN33494_c0_g1	1	Ank_3	PF13606
Amar_DN33494_c0_g1	1	Ank_4	PF13637
Amar_DN33494_c0_g1	1	Ank_5	PF13857
Amar_DN33494_c0_g1	1	RAD51D_N	PF21794
Amar_DN33494_c0_g1	1	ANK_LRRK2	PF23745
Amar_DN33647_c0_g1	1	DUF3146	PF11344
Amar_DN33647_c0_g1	1	DUF3273	PF11677
Amar_DN33735_c0_g1	1	TRH	PF05438
Amar_DN33735_c0_g1	1	Adipokin_hormo	PF06377
Amar_DN34181_c0_g1	1	PAN_1	PF00024
Amar_DN34181_c0_g1	1	Wyosine_form	PF08608
Amar_DN34540_c0_g1	1	Toxin_TOLIP	PF00087
Amar_DN34540_c0_g1	1	DUF3974	PF13120
Amar_DN34663_c1_g1	1	PAN_1	PF00024
Amar_DN34663_c1_g1	1	PAN_3	PF08277
Amar_DN34663_c1_g1	1	PAN_4	PF14295
Amar_DN35157_c0_g1	1	EF-hand_1	PF00036
Amar_DN35157_c0_g1	1	EF-hand_5	PF13202
Amar_DN35157_c0_g1	1	EF-hand_6	PF13405
Amar_DN35157_c0_g1	1	EF-hand_8	PF13833
Amar_DN35157_c0_g1	1	EF-hand_FSTL1	PF23564
Amar_DN35157_c0_g1	1	DUF7151	PF23657
Amar_DN35190_c0_g2	1	PAN_2	PF08276
Amar_DN35247_c0_g1	1	PAN_1	PF00024
Amar_DN35247_c0_g1	1	LRR_1	PF00560
Amar_DN35247_c0_g1	1	LRR_4	PF12799
Amar_DN35247_c0_g1	1	LRR_6	PF13516
Amar_DN35247_c0_g1	1	LRR_8	PF13855
Amar_DN35247_c0_g1	1	PAN_4	PF14295
Amar_DN35247_c0_g1	1	LRR_9	PF14580
Amar_DN35247_c0_g1	1	LRRCT_2	PF16920
Amar_DN35402_c0_g1	1	Ldl_recept_a	PF00057
Amar_DN35566_c0_g1	1	Pentaxin	PF00354
Amar_DN36297_c0_g1	1	Phage_holin_3_6	PF07332
Amar_DN36297_c0_g1	1	DUF3561	PF12084
Amar_DN36792_c0_g1	1	SBP_bac_3	PF00497
Amar_DN36792_c0_g1	1	Phosphonate-bd	PF12974
Amar_DN37416_c0_g1	1	Lectin_C	PF00059
Amar_DN37416_c0_g1	1	TSP_1	PF00090
Amar_DN37416_c0_g1	1	TSP1_spondin	PF19028
Amar_DN37416_c0_g1	1	TSP1_ADAMTS	PF19030
Amar_DN38533_c0_g1	1	cNMP_binding	PF00027
Amar_DN38533_c0_g2	1	cNMP_binding	PF00027
Amar_DN39328_c0_g1	1	LRR_1	PF00560
Amar_DN39328_c0_g1	1	LRR_4	PF12799
Amar_DN39328_c0_g1	1	LRR_5	PF13306
Amar_DN39328_c0_g1	1	LRR_8	PF13855
Amar_DN39328_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN39328_c0_g1	1	LRR_14	PF23598
Amar_DN39328_c0_g1	1	LRR_EndoS	PF23952
Amar_DN39328_c0_g1	1	LRR_Zer-1	PF25013
Amar_DN39328_c0_g1	1	LRR_R13L1-DRL21	PF25019
Amar_DN39764_c0_g1	1	Podoplanin	PF05808
Amar_DN39850_c0_g1	1	Tetraspanin	PF00335
Amar_DN39850_c0_g1	1	Cadherin_C_2	PF16492
Amar_DN39850_c0_g1	1	ABCC10_N	PF24358
Amar_DN39919_c0_g1	1	7tm_7	PF08395
Amar_DN40036_c0_g1	1	Zip	PF02535
Amar_DN40036_c0_g1	1	DUF1979	PF09322
Amar_DN40201_c0_g1	1	DUF7042	PF23069
Amar_DN40201_c0_g1	1	DUF7045	PF23073
Amar_DN40259_c0_g1	1	WD40	PF00400
Amar_DN40259_c0_g1	1	Beta-prop_Nup120_160	PF11715
Amar_DN40259_c0_g1	1	ANAPC4_WD40	PF12894
Amar_DN40259_c0_g1	1	Beta-prop_ACSF4	PF13570
Amar_DN40259_c0_g1	1	RAB3GAP2_N	PF14655
Amar_DN40259_c0_g1	1	Ge1_WD40	PF16529
Amar_DN40259_c0_g1	1	Beta-prop_NUP159_NUP214	PF16755
Amar_DN40259_c0_g1	1	WD40_like	PF17005
Amar_DN40259_c0_g1	1	NBCH_WD40	PF20426
Amar_DN40259_c0_g1	1	RMC1_N	PF21029
Amar_DN40259_c0_g1	1	WDR54	PF21031
Amar_DN40259_c0_g1	1	PROPPIN	PF21032
Amar_DN40259_c0_g1	1	WD_LRWD1	PF23215
Amar_DN40259_c0_g1	1	WDR90_beta-prop_4th	PF23342
Amar_DN40259_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Amar_DN40259_c0_g1	1	Beta-prop_IFT140_1st	PF23383
Amar_DN40259_c0_g1	1	Beta-prop_WDR19_1st	PF23389
Amar_DN40259_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Amar_DN40259_c0_g1	1	Beta-prop_EML	PF23409
Amar_DN40259_c0_g1	1	Beta-prop_VPS8	PF23410
Amar_DN40259_c0_g1	1	Beta-prop_Vps41	PF23411
Amar_DN40259_c0_g1	1	Beta-prop_EML_2	PF23414
Amar_DN40259_c0_g1	1	WD40_RFWD3	PF23419
Amar_DN40259_c0_g1	1	Beta-prop_EIPR1	PF23609
Amar_DN40259_c0_g1	1	Beta-prop_HPS5	PF23756
Amar_DN40259_c0_g1	1	Beta-prop_DCAF12	PF23760
Amar_DN40259_c0_g1	1	Beta-prop_DCAF4	PF23761
Amar_DN40259_c0_g1	1	Beta-prop_WDR75_2nd	PF23769
Amar_DN40259_c0_g1	1	Beta-prop_RIG_1st	PF23770
Amar_DN40259_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Amar_DN40259_c0_g1	1	Beta-prop_SPT8	PF23798
Amar_DN40259_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Amar_DN40259_c0_g1	1	Beta-prop_SCAP	PF24017
Amar_DN40259_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Amar_DN40259_c0_g1	1	HVO_A0563_N	PF24280
Amar_DN40259_c0_g1	1	WD40_MABP1-WDR62_1st	PF24780
Amar_DN40259_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Amar_DN40259_c0_g1	1	EIF3I	PF24805
Amar_DN40259_c0_g1	1	WD40_CDC20-Fz	PF24807
Amar_DN40259_c0_g1	1	WD40_Prp19	PF24814
Amar_DN40259_c0_g1	1	WD40_WDHD1_1st	PF24817
Amar_DN40259_c0_g1	1	Beta-prop_TEP1_2nd	PF25047
Amar_DN40259_c0_g1	1	Beta-prop_TEP1_C	PF25048
Amar_DN40259_c0_g1	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Amar_DN40259_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Amar_DN40259_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Amar_DN40259_c0_g1	1	Beta-prop_THOC3	PF25174
Amar_DN40259_c0_g1	1	Beta-prop_WDR41	PF25178
Amar_DN40259_c0_g1	1	WD40_Gbeta	PF25391
Amar_DN40259_c0_g1	1	Beta-prop_Aladin	PF25460
Amar_DN40259_c0_g1	1	Tricorn_2nd	PF26550
Amar_DN40366_c0_g2	1	DUF6242_C	PF25852
Amar_DN40371_c0_g1	1	LRR_1	PF00560
Amar_DN40371_c0_g1	1	LRRNT	PF01462
Amar_DN40371_c0_g1	1	LRR_4	PF12799
Amar_DN40371_c0_g1	1	LRR_6	PF13516
Amar_DN40371_c0_g1	1	LRR_8	PF13855
Amar_DN40371_c0_g1	1	LRR_9	PF14580
Amar_DN40371_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN40371_c0_g1	1	LRR_NXF1-5	PF24048
Amar_DN40381_c0_g1	1	TIR_2	PF13676
Amar_DN40381_c0_g1	1	Diphthami_syn_2_C	PF28410
Amar_DN40566_c0_g2	1	SET	PF00856
Amar_DN40566_c0_g2	1	PRDM2_PR	PF21549
Amar_DN40602_c0_g2	1	Glyco_transf_92	PF01697
Amar_DN40732_c0_g4	1	RGM_N	PF06535
Amar_DN41202_c0_g1	1	LRR_1	PF00560
Amar_DN41202_c0_g1	1	STAT1_TAZ2bind	PF12162
Amar_DN41202_c0_g1	1	LRR_4	PF12799
Amar_DN41202_c0_g1	1	LRR_6	PF13516
Amar_DN41202_c0_g1	1	Methyltransf_25	PF13649
Amar_DN41202_c0_g1	1	LRR_8	PF13855
Amar_DN41202_c0_g1	1	LRR_9	PF14580
Amar_DN41202_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN41202_c0_g1	1	LRR_13	PF23286
Amar_DN41202_c0_g1	1	LRR_14	PF23598
Amar_DN41202_c0_g1	1	LRR_EndoS	PF23952
Amar_DN41202_c0_g1	1	LRR_Zer-1	PF25013
Amar_DN41202_c0_g1	1	LRR_R13L1-DRL21	PF25019
Amar_DN41552_c0_g1	1	Antimicrobial_6	PF08036
Amar_DN41552_c0_g1	1	DZR_2	PF18912
Amar_DN41698_c0_g1	1	Orf78	PF06024
Amar_DN41698_c0_g1	1	Lamp2_2nd	PF21222
Amar_DN41851_c0_g1	1	Med19	PF10278
Amar_DN41851_c0_g1	1	SR-25	PF10500
Amar_DN41851_c0_g1	1	WHD_2nd_Lhr	PF23236
Amar_DN42810_c0_g2	1	CorA	PF01544
Amar_DN42810_c0_g2	1	Nup88	PF10168
Amar_DN42810_c0_g2	1	Gemin7	PF11095
Amar_DN42934_c0_g1	1	Mab-21	PF03281
Amar_DN42934_c0_g1	1	Mab-21_C	PF20266
Amar_DN42982_c0_g1	1	PAN_1	PF00024
Amar_DN42982_c0_g1	1	PAN_3	PF08277
Amar_DN43045_c0_g1	1	PsaA_PsaB	PF00223
Amar_DN43045_c0_g1	1	UPAR_LY6_2	PF16975
Amar_DN43045_c0_g1	1	QVR	PF17064
Amar_DN43068_c0_g1	1	Glyco_transf_61	PF04577
Amar_DN43085_c0_g2	1	Ank	PF00023
Amar_DN43085_c0_g2	1	Ank_2	PF12796
Amar_DN43085_c0_g2	1	Ank_3	PF13606
Amar_DN43085_c0_g2	1	Ank_5	PF13857
Amar_DN43085_c0_g2	1	Ank_KRIT1	PF24521
Amar_DN43113_c0_g1	1	Lectin_C	PF00059
Amar_DN44006_c0_g1	1	MATH	PF00917
Amar_DN44006_c0_g1	1	TMF_DNA_bd	PF12329
Amar_DN44006_c0_g1	1	YebU_pre-PUA_dom	PF21150
Amar_DN44006_c0_g1	1	MATH_2	PF22486
Amar_DN44006_c0_g1	1	TPR_HPS5_insect	PF23757
Amar_DN44006_c0_g1	1	CCDC17_middle_coil	PF28454
Amar_DN44063_c0_g1	1	PAN_1	PF00024
Amar_DN44063_c0_g1	1	Laminin_G_1	PF00054
Amar_DN44063_c0_g1	1	Laminin_G_2	PF02210
Amar_DN44063_c0_g1	1	PAN_3	PF08277
Amar_DN44109_c0_g1	1	Death	PF00531
Amar_DN44109_c0_g1	1	NPV_P10	PF05531
Amar_DN44109_c0_g1	1	TMF_TATA_bd	PF12325
Amar_DN44109_c0_g1	1	SHE3	PF17078
Amar_DN44109_c0_g1	1	SWI-SNF_Ssr4_C	PF20497
Amar_DN44109_c0_g1	1	T4SS_LegC2C7	PF28175
Amar_DN44185_c0_g1	1	CaKB	PF03185
Amar_DN44381_c0_g1	1	EF-hand_1	PF00036
Amar_DN44381_c0_g1	1	EF-hand_5	PF13202
Amar_DN44381_c0_g1	1	EF-hand_6	PF13405
Amar_DN44381_c0_g1	1	EF-hand_7	PF13499
Amar_DN44381_c0_g1	1	EF-hand_9	PF14658
Amar_DN44381_c0_g1	1	EF-hand_FSTL1	PF23564
Amar_DN44449_c0_g1	1	Ank	PF00023
Amar_DN44449_c0_g1	1	Prolamin_like	PF05617
Amar_DN44449_c0_g1	1	Ank_2	PF12796
Amar_DN44449_c0_g1	1	Ank_3	PF13606
Amar_DN44449_c0_g1	1	Ank_4	PF13637
Amar_DN44449_c0_g1	1	Ank_5	PF13857
Amar_DN44449_c0_g1	1	Ank_KRIT1	PF24521
Amar_DN44562_c0_g1	1	CUB	PF00431
Amar_DN44562_c0_g1	1	LapA_dom	PF06305
Amar_DN44562_c0_g1	1	DUF3481	PF11980
Amar_DN44562_c0_g1	1	CapR	PF21817
Amar_DN44634_c0_g3	1	7tm_1	PF00001
Amar_DN44634_c0_g3	1	7TM_GPCR_Srx	PF10328
Amar_DN44634_c0_g3	1	TMEM132_C	PF15706
Amar_DN44746_c0_g1	1	Methyltransf_23	PF13489
Amar_DN44746_c0_g1	1	Methyltransf_31	PF13847
Amar_DN45075_c0_g2	1	Lectin_C	PF00059
Amar_DN45075_c0_g2	1	C1orf162	PF27946
Amar_DN45094_c0_g1	1	zf-B_box	PF00643
Amar_DN45094_c0_g1	1	DUF4637	PF15470
Amar_DN45094_c0_g1	1	ANCHR-like_BBOX	PF22586
Amar_DN45444_c0_g1	1	bZIP_1	PF00170
Amar_DN45444_c0_g1	1	DivIC	PF04977
Amar_DN45444_c0_g1	1	Herpes_BLRF2	PF05812
Amar_DN45444_c0_g1	1	YabA	PF06156
Amar_DN45444_c0_g1	1	COG6_N	PF06419
Amar_DN45444_c0_g1	1	NRBF2	PF08961
Amar_DN45444_c0_g1	1	KASH_CCD	PF14662
Amar_DN45444_c0_g1	1	Plectin_PPL	PF26346
Amar_DN45525_c0_g1	1	Toxin_TOLIP	PF00087
Amar_DN45852_c1_g2	1	FAIM1	PF06905
Amar_DN45875_c0_g1	1	SPATS2-like	PF07139
Amar_DN45910_c0_g1	1	Hid1	PF12722
Amar_DN45910_c0_g1	1	DUF4639	PF15479
Amar_DN45910_c0_g1	1	DUF6964	PF22291
Amar_DN46062_c0_g1	1	CUB	PF00431
Amar_DN46062_c0_g1	1	SUEL_Lectin	PF02140
Amar_DN46488_c0_g1	1	zf-C3HC4	PF00097
Amar_DN46488_c0_g1	1	zf-B_box	PF00643
Amar_DN46488_c0_g1	1	FYVE	PF01363
Amar_DN46488_c0_g1	1	ArfGap	PF01412
Amar_DN46488_c0_g1	1	NHL	PF01436
Amar_DN46488_c0_g1	1	C1_2	PF03107
Amar_DN46488_c0_g1	1	SGL	PF08450
Amar_DN46488_c0_g1	1	zf-met	PF12874
Amar_DN46488_c0_g1	1	zf-RING_2	PF13639
Amar_DN46488_c0_g1	1	zf-C3HC4_2	PF13923
Amar_DN46488_c0_g1	1	zf-RING_5	PF14634
Amar_DN46488_c0_g1	1	zf-C3HC4_4	PF15227
Amar_DN46488_c0_g1	1	DUF5128	PF17170
Amar_DN46488_c0_g1	1	ANCHR-like_BBOX	PF22586
Amar_DN46488_c0_g1	1	RING_XB3-XBAT31	PF24921
Amar_DN46488_c0_g1	1	TEN_NHL	PF25021
Amar_DN46594_c1_g1	1	UPAR_LY6	PF00021
Amar_DN46594_c1_g1	1	Toxin_TOLIP	PF00087
Amar_DN46594_c1_g1	1	Glyco_hydro_70	PF02324
Amar_DN46594_c1_g1	1	QVR	PF17064
Amar_DN46594_c1_g1	1	Toxin_cobra-type	PF21947
Amar_DN47595_c0_g2	1	Sushi	PF00084
Amar_DN47595_c0_g2	1	Expansin_C	PF01357
Amar_DN47595_c0_g2	1	DUF7134	PF23539
Amar_DN47705_c0_g2	1	DUF948	PF06103
Amar_DN47705_c0_g2	1	DUF1453	PF07301
Amar_DN47705_c0_g2	1	DUF1467	PF07330
Amar_DN47705_c0_g2	1	Holin_BhlA	PF10960
Amar_DN47705_c0_g2	1	CoA_binding_3	PF13727
Amar_DN47765_c0_g2	1	Polyketide_cyc	PF03364
Amar_DN47765_c0_g2	1	Polyketide_cyc2	PF10604
Amar_DN47765_c0_g2	1	Phage_gp51	PF26826
Amar_DN4786_c0_g1	1	NPV_P10	PF05531
Amar_DN4786_c0_g1	1	Rootletin	PF15035
Amar_DN4786_c0_g1	1	GIT_CC	PF16559
Amar_DN4786_c0_g1	1	CCDC39	PF24161
Amar_DN4786_c0_g1	1	Rab11-FIP3	PF25450
Amar_DN47945_c0_g2	1	Lectin_C	PF00059
Amar_DN47945_c0_g2	1	WSC	PF01822
Amar_DN47945_c0_g2	1	Adeno_E3_CR2	PF02439
Amar_DN47945_c0_g2	1	UL45	PF05473
Amar_DN47945_c0_g2	1	Chordopox_A13L	PF05961
Amar_DN47945_c0_g2	1	Chordopox_A33R	PF05966
Amar_DN47945_c0_g2	1	Orf78	PF06024
Amar_DN47945_c0_g2	1	Baculo_11_kDa	PF06143
Amar_DN47945_c0_g2	1	DUF3377	PF11857
Amar_DN47945_c0_g2	1	Sigma_reg_N	PF13800
Amar_DN47945_c0_g2	1	AJAP1_PANP_C	PF15298
Amar_DN47945_c0_g2	1	SIT	PF15330
Amar_DN47945_c0_g2	1	TMEM132_C	PF15706
Amar_DN47945_c0_g2	1	YxzE	PF25184
Amar_DN47945_c0_g2	1	GDU_TM	PF27655
