geneID	cluster	domain	pfam
Amar_DN146134_c0_g1	1	zf-BED_2	PF26664
Amar_DN24709_c0_g1	1	EGF	PF00008
Amar_DN24709_c0_g1	1	hEGF	PF12661
Amar_DN24709_c0_g1	1	QVR	PF17064
Amar_DN28587_c0_g1	1	Reovirus_cap	PF00979
Amar_DN28587_c0_g1	1	TFIIA	PF03153
Amar_DN28587_c0_g1	1	Roughex	PF06020
Amar_DN28587_c0_g1	1	Trp_oprn_chp	PF09534
Amar_DN28587_c0_g1	1	Activator_LAG-3	PF11498
Amar_DN28587_c0_g1	1	WBP-1	PF11669
Amar_DN28587_c0_g1	1	MscS_TM	PF12794
Amar_DN28587_c0_g1	1	EphA2_TM	PF14575
Amar_DN28587_c0_g1	1	MITF_TFEB_C_3_N	PF15951
Amar_DN28587_c0_g1	1	ArlX	PF24151
Amar_DN28587_c0_g1	1	T4_Tape_measure	PF25671
Amar_DN28587_c0_g1	1	Betaherpes_U91	PF25686
Amar_DN28587_c0_g1	1	MCM8_N	PF26065
Amar_DN29211_c0_g1	1	UPAR_LY6	PF00021
Amar_DN29211_c0_g1	1	Toxin_TOLIP	PF00087
Amar_DN29211_c0_g1	1	Activin_recp	PF01064
Amar_DN29211_c0_g1	1	UPAR_LY6_2	PF16975
Amar_DN29211_c0_g1	1	QVR	PF17064
Amar_DN30916_c0_g1	1	EF-hand_1	PF00036
Amar_DN30916_c0_g1	1	LRR_1	PF00560
Amar_DN30916_c0_g1	1	LRR_2	PF07723
Amar_DN30916_c0_g1	1	LRR_4	PF12799
Amar_DN30916_c0_g1	1	EF-hand_5	PF13202
Amar_DN30916_c0_g1	1	EF-hand_6	PF13405
Amar_DN30916_c0_g1	1	LRR_6	PF13516
Amar_DN30916_c0_g1	1	EF-hand_8	PF13833
Amar_DN30916_c0_g1	1	LRR_8	PF13855
Amar_DN30916_c0_g1	1	FCaBP_EF-hand	PF22592
Amar_DN30916_c0_g1	1	LRR_TMOD-LMOD	PF27087
Amar_DN32152_c0_g1	1	Sushi	PF00084
Amar_DN32152_c0_g1	1	HRM	PF02793
Amar_DN32152_c0_g1	1	Ephrin_CRD	PF25599
Amar_DN35247_c0_g1	1	PAN_1	PF00024
Amar_DN35247_c0_g1	1	LRR_1	PF00560
Amar_DN35247_c0_g1	1	LRR_4	PF12799
Amar_DN35247_c0_g1	1	LRR_6	PF13516
Amar_DN35247_c0_g1	1	LRR_8	PF13855
Amar_DN35247_c0_g1	1	PAN_4	PF14295
Amar_DN35247_c0_g1	1	LRR_9	PF14580
Amar_DN35247_c0_g1	1	LRRCT_2	PF16920
Amar_DN39328_c0_g1	1	LRR_1	PF00560
Amar_DN39328_c0_g1	1	LRR_4	PF12799
Amar_DN39328_c0_g1	1	LRR_5	PF13306
Amar_DN39328_c0_g1	1	LRR_8	PF13855
Amar_DN39328_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN39328_c0_g1	1	LRR_14	PF23598
Amar_DN39328_c0_g1	1	LRR_EndoS	PF23952
Amar_DN39328_c0_g1	1	LRR_Zer-1	PF25013
Amar_DN39328_c0_g1	1	LRR_R13L1-DRL21	PF25019
Amar_DN39850_c0_g1	1	Tetraspanin	PF00335
Amar_DN39850_c0_g1	1	Cadherin_C_2	PF16492
Amar_DN39850_c0_g1	1	ABCC10_N	PF24358
Amar_DN40259_c0_g1	1	WD40	PF00400
Amar_DN40259_c0_g1	1	Beta-prop_Nup120_160	PF11715
Amar_DN40259_c0_g1	1	ANAPC4_WD40	PF12894
Amar_DN40259_c0_g1	1	Beta-prop_ACSF4	PF13570
Amar_DN40259_c0_g1	1	RAB3GAP2_N	PF14655
Amar_DN40259_c0_g1	1	Ge1_WD40	PF16529
Amar_DN40259_c0_g1	1	Beta-prop_NUP159_NUP214	PF16755
Amar_DN40259_c0_g1	1	WD40_like	PF17005
Amar_DN40259_c0_g1	1	NBCH_WD40	PF20426
Amar_DN40259_c0_g1	1	RMC1_N	PF21029
Amar_DN40259_c0_g1	1	WDR54	PF21031
Amar_DN40259_c0_g1	1	PROPPIN	PF21032
Amar_DN40259_c0_g1	1	WD_LRWD1	PF23215
Amar_DN40259_c0_g1	1	WDR90_beta-prop_4th	PF23342
Amar_DN40259_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Amar_DN40259_c0_g1	1	Beta-prop_IFT140_1st	PF23383
Amar_DN40259_c0_g1	1	Beta-prop_WDR19_1st	PF23389
Amar_DN40259_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Amar_DN40259_c0_g1	1	Beta-prop_EML	PF23409
Amar_DN40259_c0_g1	1	Beta-prop_VPS8	PF23410
Amar_DN40259_c0_g1	1	Beta-prop_Vps41	PF23411
Amar_DN40259_c0_g1	1	Beta-prop_EML_2	PF23414
Amar_DN40259_c0_g1	1	WD40_RFWD3	PF23419
Amar_DN40259_c0_g1	1	Beta-prop_EIPR1	PF23609
Amar_DN40259_c0_g1	1	Beta-prop_HPS5	PF23756
Amar_DN40259_c0_g1	1	Beta-prop_DCAF12	PF23760
Amar_DN40259_c0_g1	1	Beta-prop_DCAF4	PF23761
Amar_DN40259_c0_g1	1	Beta-prop_WDR75_2nd	PF23769
Amar_DN40259_c0_g1	1	Beta-prop_RIG_1st	PF23770
Amar_DN40259_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Amar_DN40259_c0_g1	1	Beta-prop_SPT8	PF23798
Amar_DN40259_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Amar_DN40259_c0_g1	1	Beta-prop_SCAP	PF24017
Amar_DN40259_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Amar_DN40259_c0_g1	1	HVO_A0563_N	PF24280
Amar_DN40259_c0_g1	1	WD40_MABP1-WDR62_1st	PF24780
Amar_DN40259_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Amar_DN40259_c0_g1	1	EIF3I	PF24805
Amar_DN40259_c0_g1	1	WD40_CDC20-Fz	PF24807
Amar_DN40259_c0_g1	1	WD40_Prp19	PF24814
Amar_DN40259_c0_g1	1	WD40_WDHD1_1st	PF24817
Amar_DN40259_c0_g1	1	Beta-prop_TEP1_2nd	PF25047
Amar_DN40259_c0_g1	1	Beta-prop_TEP1_C	PF25048
Amar_DN40259_c0_g1	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Amar_DN40259_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Amar_DN40259_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Amar_DN40259_c0_g1	1	Beta-prop_THOC3	PF25174
Amar_DN40259_c0_g1	1	Beta-prop_WDR41	PF25178
Amar_DN40259_c0_g1	1	WD40_Gbeta	PF25391
Amar_DN40259_c0_g1	1	Beta-prop_Aladin	PF25460
Amar_DN40259_c0_g1	1	Tricorn_2nd	PF26550
Amar_DN40371_c0_g1	1	LRR_1	PF00560
Amar_DN40371_c0_g1	1	LRRNT	PF01462
Amar_DN40371_c0_g1	1	LRR_4	PF12799
Amar_DN40371_c0_g1	1	LRR_6	PF13516
Amar_DN40371_c0_g1	1	LRR_8	PF13855
Amar_DN40371_c0_g1	1	LRR_9	PF14580
Amar_DN40371_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN40371_c0_g1	1	LRR_NXF1-5	PF24048
Amar_DN40566_c0_g2	1	SET	PF00856
Amar_DN40566_c0_g2	1	PRDM2_PR	PF21549
Amar_DN41202_c0_g1	1	LRR_1	PF00560
Amar_DN41202_c0_g1	1	STAT1_TAZ2bind	PF12162
Amar_DN41202_c0_g1	1	LRR_4	PF12799
Amar_DN41202_c0_g1	1	LRR_6	PF13516
Amar_DN41202_c0_g1	1	Methyltransf_25	PF13649
Amar_DN41202_c0_g1	1	LRR_8	PF13855
Amar_DN41202_c0_g1	1	LRR_9	PF14580
Amar_DN41202_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN41202_c0_g1	1	LRR_13	PF23286
Amar_DN41202_c0_g1	1	LRR_14	PF23598
Amar_DN41202_c0_g1	1	LRR_EndoS	PF23952
Amar_DN41202_c0_g1	1	LRR_Zer-1	PF25013
Amar_DN41202_c0_g1	1	LRR_R13L1-DRL21	PF25019
Amar_DN44063_c0_g1	1	PAN_1	PF00024
Amar_DN44063_c0_g1	1	Laminin_G_1	PF00054
Amar_DN44063_c0_g1	1	Laminin_G_2	PF02210
Amar_DN44063_c0_g1	1	PAN_3	PF08277
Amar_DN44109_c0_g1	1	Death	PF00531
Amar_DN44109_c0_g1	1	NPV_P10	PF05531
Amar_DN44109_c0_g1	1	TMF_TATA_bd	PF12325
Amar_DN44109_c0_g1	1	SHE3	PF17078
Amar_DN44109_c0_g1	1	SWI-SNF_Ssr4_C	PF20497
Amar_DN44109_c0_g1	1	T4SS_LegC2C7	PF28175
Amar_DN44634_c0_g3	1	7tm_1	PF00001
Amar_DN44634_c0_g3	1	7TM_GPCR_Srx	PF10328
Amar_DN44634_c0_g3	1	TMEM132_C	PF15706
Amar_DN45444_c0_g1	1	bZIP_1	PF00170
Amar_DN45444_c0_g1	1	DivIC	PF04977
Amar_DN45444_c0_g1	1	Herpes_BLRF2	PF05812
Amar_DN45444_c0_g1	1	YabA	PF06156
Amar_DN45444_c0_g1	1	COG6_N	PF06419
Amar_DN45444_c0_g1	1	NRBF2	PF08961
Amar_DN45444_c0_g1	1	KASH_CCD	PF14662
Amar_DN45444_c0_g1	1	Plectin_PPL	PF26346
Amar_DN48006_c0_g1	1	Beta-prop_Nup120_160	PF11715
Amar_DN48006_c0_g1	1	WD40_like	PF17005
Amar_DN48006_c0_g1	1	Beta-prop_LRRK2	PF23748
Amar_DN48490_c0_g2	1	7tm_1	PF00001
Amar_DN48490_c0_g2	1	7TM_GPCR_Srx	PF10328
Amar_DN50562_c0_g1	1	Collagen	PF01391
Amar_DN51652_c0_g1	1	DUF591	PF04569
Amar_DN51652_c0_g1	1	Porph_ging	PF09697
Amar_DN51652_c0_g1	1	PHD_ash2p_like	PF21257
Amar_DN51652_c0_g1	1	DUF7155	PF23710
Amar_DN51652_c0_g1	1	DUF7462	PF24261
Amar_DN51652_c0_g1	1	RSLD_CPSF6	PF25524
Amar_DN53868_c0_g1	1	Death	PF00531
Amar_DN53868_c0_g1	1	Trypan_PARP	PF05887
Amar_DN53893_c2_g1	1	Bestrophin-like	PF14023
Amar_DN54898_c0_g2	1	PAN_1	PF00024
Amar_DN54898_c0_g2	1	LRR_1	PF00560
Amar_DN54898_c0_g2	1	LRR_4	PF12799
Amar_DN54898_c0_g2	1	LRR_6	PF13516
Amar_DN54898_c0_g2	1	LRR_8	PF13855
Amar_DN54898_c0_g2	1	PAN_4	PF14295
Amar_DN54898_c0_g2	1	LRR_9	PF14580
Amar_DN54898_c0_g2	1	LRR_LRWD1	PF23211
Amar_DN54898_c0_g2	1	LRR_14	PF23598
Amar_DN55215_c0_g1	1	WD40	PF00400
Amar_DN55215_c0_g1	1	ANAPC4_WD40	PF12894
Amar_DN55215_c0_g1	1	JMY	PF15871
Amar_DN55215_c0_g1	1	Beta-prop_NUP159_NUP214	PF16755
Amar_DN55215_c0_g1	1	NBCH_WD40	PF20426
Amar_DN55215_c0_g1	1	PEP5_VPS11_N	PF23341
Amar_DN55215_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Amar_DN55215_c0_g1	1	Beta-prop_IFT140_1st	PF23383
Amar_DN55215_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Amar_DN55215_c0_g1	1	Beta-prop_EML	PF23409
Amar_DN55215_c0_g1	1	Beta-prop_EML_2	PF23414
Amar_DN55215_c0_g1	1	Beta-prop_HPS5	PF23756
Amar_DN55215_c0_g1	1	Beta-prop_DCAF12	PF23760
Amar_DN55215_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Amar_DN55215_c0_g1	1	Beta-prop_SPT8	PF23798
Amar_DN55215_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Amar_DN55215_c0_g1	1	Beta-prop_SCAP	PF24017
Amar_DN55215_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Amar_DN55215_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Amar_DN55215_c0_g1	1	WDR55	PF24796
Amar_DN55215_c0_g1	1	Beta-prop_WDR35_TULP_N	PF24797
Amar_DN55215_c0_g1	1	EIF3I	PF24805
Amar_DN55215_c0_g1	1	WD40_CDC20-Fz	PF24807
Amar_DN55215_c0_g1	1	WD40_Prp19	PF24814
Amar_DN55215_c0_g1	1	WD40_WDHD1_1st	PF24817
Amar_DN55215_c0_g1	1	Beta-prop_TEP1_2nd	PF25047
Amar_DN55215_c0_g1	1	Beta-prop_TEP1_C	PF25048
Amar_DN55215_c0_g1	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Amar_DN55215_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Amar_DN55215_c0_g1	1	Beta-prop_WDR3_2nd	PF25172
Amar_DN55215_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Amar_DN55215_c0_g1	1	Beta-prop_THOC3	PF25174
Amar_DN55215_c0_g1	1	Beta-prop_WDR5	PF25175
Amar_DN55215_c0_g1	1	Beta-prop_WDR41	PF25178
Amar_DN55215_c0_g1	1	WD40_Gbeta	PF25391
Amar_DN55215_c0_g1	1	Beta-prop_Aladin	PF25460
Amar_DN55634_c3_g1	1	EGF	PF00008
Amar_DN55634_c3_g1	1	ASFV_J13L	PF05568
Amar_DN55634_c3_g1	1	Plasmod_Pvs28	PF06247
Amar_DN55634_c3_g1	1	EGF_CA	PF07645
Amar_DN55634_c3_g1	1	hEGF	PF12661
Amar_DN55634_c3_g1	1	cEGF	PF12662
Amar_DN55634_c3_g1	1	EGF_3	PF12947
Amar_DN55634_c3_g1	1	FXa_inhibition	PF14670
Amar_DN55634_c3_g1	1	DUF6121	PF19616
Amar_DN55634_c3_g1	1	DUF6724	PF20485
Amar_DN55634_c3_g1	1	YqfB	PF27722
Amar_DN55634_c3_g1	1	EVI2B	PF27913
Amar_DN55998_c0_g1	1	LRR_1	PF00560
Amar_DN55998_c0_g1	1	LRR_4	PF12799
Amar_DN55998_c0_g1	1	LRR_5	PF13306
Amar_DN55998_c0_g1	1	LRR_6	PF13516
Amar_DN55998_c0_g1	1	LRR_8	PF13855
Amar_DN55998_c0_g1	1	LRR_9	PF14580
Amar_DN55998_c0_g1	1	DHU1_N	PF20919
Amar_DN55998_c0_g1	1	Bflower_2	PF21785
Amar_DN55998_c0_g1	1	LRR_LRWD1	PF23211
Amar_DN55998_c0_g1	1	LRR_14	PF23598
Amar_DN55998_c0_g1	1	LRR_EndoS	PF23952
Amar_DN56957_c1_g1	1	fn3	PF00041
Amar_DN56957_c1_g1	1	LRR_1	PF00560
Amar_DN56957_c1_g1	1	LRR_4	PF12799
Amar_DN56957_c1_g1	1	LRR_6	PF13516
Amar_DN56957_c1_g1	1	LRR_8	PF13855
Amar_DN56957_c1_g1	1	LRR_9	PF14580
Amar_DN56957_c1_g1	1	LRR_RPS2	PF23247
Amar_DN56957_c1_g1	1	LRR_14	PF23598
Amar_DN56957_c1_g1	1	LRR_EndoS	PF23952
Amar_DN56957_c1_g1	1	LRR_NXF1-5	PF24048
Amar_DN56957_c1_g1	1	LRR_R13L1-DRL21	PF25019
Amar_DN57640_c1_g1	1	WD40_CFAP43	PF23184
Amar_DN57747_c0_g1	1	EGF	PF00008
Amar_DN57747_c0_g1	1	ig	PF00047
Amar_DN57747_c0_g1	1	I-set	PF07679
Amar_DN57747_c0_g1	1	V-set	PF07686
Amar_DN57747_c0_g1	1	EGF_2	PF07974
Amar_DN57747_c0_g1	1	V-set_CD47	PF08204
Amar_DN57747_c0_g1	1	DUF2749	PF10907
Amar_DN57747_c0_g1	1	UstYa	PF11807
Amar_DN57747_c0_g1	1	hEGF	PF12661
Amar_DN57747_c0_g1	1	Ig_2	PF13895
Amar_DN57747_c0_g1	1	Ig_3	PF13927
Amar_DN57747_c0_g1	1	VEGFR1-3_N_Ig-like	PF22854
Amar_DN57747_c0_g1	1	Ig_VEGFR-1-like_5th	PF22971
Amar_DN57747_c0_g1	1	EGF_Teneurin	PF23106
Amar_DN57747_c0_g1	1	EGF_TEN	PF25024
Amar_DN57747_c0_g1	1	Ig_VWDE	PF25776
Amar_DN57747_c0_g1	1	Ig_MYOM1	PF28321
Amar_DN58040_c1_g2	1	UPAR_LY6	PF00021
Amar_DN58040_c1_g2	1	Toxin_TOLIP	PF00087
Amar_DN58040_c1_g2	1	Activin_recp	PF01064
Amar_DN58040_c1_g2	1	HTH_AsnC-type	PF13404
Amar_DN58040_c1_g2	1	QVR	PF17064
Amar_DN58056_c2_g2	1	LRR_1	PF00560
Amar_DN58056_c2_g2	1	LRR_4	PF12799
Amar_DN58056_c2_g2	1	LRR_6	PF13516
Amar_DN58056_c2_g2	1	LRR_8	PF13855
Amar_DN58056_c2_g2	1	ODF2_C	PF27605
Amar_DN58648_c2_g1	1	PAN_1	PF00024
Amar_DN58648_c2_g1	1	LRR_1	PF00560
Amar_DN58648_c2_g1	1	PAN_2	PF08276
Amar_DN58648_c2_g1	1	LRR_4	PF12799
Amar_DN58648_c2_g1	1	LRR_8	PF13855
Amar_DN58648_c2_g1	1	LRRCT_2	PF16920
Amar_DN58648_c2_g1	1	LRR_NXF1-5	PF24048
Amar_DN59247_c1_g1	1	Neur_chan_memb	PF02932
Amar_DN59247_c1_g1	1	Conotoxin	PF02950
Amar_DN59247_c1_g1	1	PspB	PF06667
Amar_DN59247_c1_g1	1	BatA	PF07584
Amar_DN59247_c1_g1	1	DUF2681	PF10883
Amar_DN59247_c1_g1	1	DUF3377	PF11857
Amar_DN59247_c1_g1	1	DUF4381	PF14316
Amar_DN59247_c1_g1	1	FAM176	PF14851
Amar_DN59247_c1_g1	1	BRI3BP	PF14965
Amar_DN59247_c1_g1	1	TMEM154	PF15102
Amar_DN59247_c1_g1	1	FAM209	PF15206
Amar_DN59247_c1_g1	1	SIT	PF15330
Amar_DN59247_c1_g1	1	PET117	PF15786
Amar_DN59247_c1_g1	1	MAP17	PF15807
Amar_DN59247_c1_g1	1	Cadherin_C_2	PF16492
Amar_DN59247_c1_g1	1	DUF6341	PF19868
Amar_DN59247_c1_g1	1	PFF1_TM	PF22251
Amar_DN59247_c1_g1	1	Piezo_TM1-24	PF24871
Amar_DN59247_c1_g1	1	ASFV_P17	PF25667
Amar_DN59247_c1_g1	1	DUF8077	PF26284
Amar_DN59247_c1_g1	1	PH_40	PF26566
Amar_DN59247_c1_g1	1	CXorf66	PF27959
Amar_DN59247_c1_g1	1	Epiregulin_C	PF28423
Amar_DN59583_c0_g1	1	UPAR_LY6	PF00021
Amar_DN59583_c0_g1	1	Activin_recp	PF01064
Amar_DN59583_c0_g1	1	QVR	PF17064
Amar_DN61542_c0_g2	1	EF-hand_1	PF00036
Amar_DN61542_c0_g2	1	LRR_1	PF00560
Amar_DN61542_c0_g2	1	LRR_4	PF12799
Amar_DN61542_c0_g2	1	EF-hand_5	PF13202
Amar_DN61542_c0_g2	1	EF-hand_6	PF13405
Amar_DN61542_c0_g2	1	LRR_6	PF13516
Amar_DN61542_c0_g2	1	EF-hand_8	PF13833
Amar_DN61542_c0_g2	1	LRR_8	PF13855
Amar_DN61542_c0_g2	1	EF_EFCAB10_C	PF24548
Amar_DN61542_c0_g2	1	EF-hand_STIM1	PF25578
Amar_DN61542_c0_g2	1	LRR_TMOD-LMOD	PF27087
Amar_DN62804_c0_g1	1	CBM_14	PF01607
Amar_DN62804_c0_g1	1	Laminin_G_2	PF02210
Amar_DN62804_c0_g1	1	LGFP	PF08310
Amar_DN62804_c0_g1	1	Big_5	PF13205
Amar_DN62804_c0_g1	1	SIBA-E_N	PF24907
Amar_DN62906_c1_g1	1	VWA	PF00092
Amar_DN62906_c1_g1	1	Integrin_beta	PF00362
Amar_DN62906_c1_g1	1	DUF3965	PF13112
Amar_DN62906_c1_g1	1	VWA_2	PF13519
Amar_DN62906_c1_g1	1	VWA_4	PF25106
Amar_DN106123_c0_g1	2	zf-C2H2	PF00096
Amar_DN106123_c0_g1	2	zf-C2H2_jaz	PF12171
Amar_DN106123_c0_g1	2	zf-C2H2_2	PF12756
Amar_DN106123_c0_g1	2	zf-met	PF12874
Amar_DN106123_c0_g1	2	zf-H2C2_2	PF13465
Amar_DN106123_c0_g1	2	zf-C2H2_4	PF13894
Amar_DN106123_c0_g1	2	zf-C2H2_6	PF13912
Amar_DN106123_c0_g1	2	DUF4764	PF15961
Amar_DN106123_c0_g1	2	Zn_ribbon_SprT	PF17283
Amar_DN106123_c0_g1	2	C2CH-3rd_BIRD-IDD	PF22995
Amar_DN106123_c0_g1	2	Zf-C2H2_ZNF451_C	PF23107
Amar_DN106123_c0_g1	2	Zf-C2H2_ZNF451	PF23108
Amar_DN106123_c0_g1	2	zf_DPOE_2	PF23250
Amar_DN106123_c0_g1	2	Zn_SUZ12	PF23320
Amar_DN106123_c0_g1	2	DUF7160	PF23718
Amar_DN106123_c0_g1	2	DUF7351	PF24042
Amar_DN106123_c0_g1	2	C2HC_ASCIZ	PF24759
Amar_DN106123_c0_g1	2	MP81	PF27771
Amar_DN1159_c0_g2	2	EGF	PF00008
Amar_DN1159_c0_g2	2	EGF_2	PF07974
Amar_DN1159_c0_g2	2	hEGF	PF12661
Amar_DN1159_c0_g2	2	EGF_DL_JAG	PF21700
Amar_DN1159_c0_g2	2	JAG1-like_EGF2	PF21795
Amar_DN1159_c0_g2	2	EGF_TEN	PF25024
Amar_DN2719_c0_g1	2	zf-CDGSH	PF09360
Amar_DN30516_c0_g1	2	zf-C2H2	PF00096
Amar_DN30516_c0_g1	2	TFIIA	PF03153
Amar_DN30516_c0_g1	2	DNApol3-delta_C	PF09115
Amar_DN30516_c0_g1	2	zf-H2C2_2	PF13465
Amar_DN30516_c0_g1	2	zf-C2H2_4	PF13894
Amar_DN30516_c0_g1	2	zf-C2H2_6	PF13912
Amar_DN30516_c0_g1	2	zf-C2H2_11	PF16622
Amar_DN30516_c0_g1	2	Actin_micro	PF17003
Amar_DN30516_c0_g1	2	zf-C2H2_aberr	PF17017
Amar_DN30516_c0_g1	2	ADNP_N	PF19627
Amar_DN30516_c0_g1	2	Zf-C2H2_ZNF451_C	PF23107
Amar_DN30516_c0_g1	2	zf-C2H2_ZNF462	PF23223
Amar_DN30516_c0_g1	2	Zn_SUZ12	PF23320
Amar_DN30516_c0_g1	2	zf-C2H2_16	PF23611
Amar_DN35489_c0_g1	2	TPR_1	PF00515
Amar_DN35489_c0_g1	2	SET	PF00856
Amar_DN35489_c0_g1	2	zf-MYND	PF01753
Amar_DN35489_c0_g1	2	TPR_2	PF07719
Amar_DN35489_c0_g1	2	TPR_8	PF13181
Amar_DN35489_c0_g1	2	TPR_10	PF13374
Amar_DN40325_c0_g2	2	EGF	PF00008
Amar_DN40325_c0_g2	2	Sushi	PF00084
Amar_DN40325_c0_g2	2	FXa_inhibition	PF14670
Amar_DN40325_c0_g2	2	EGF_LRP2	PF24468
Amar_DN41130_c0_g1	2	zf-C2H2	PF00096
Amar_DN41130_c0_g1	2	Zn_ribbon_Elf1	PF05129
Amar_DN41130_c0_g1	2	Zn_ribbon_8	PF09723
Amar_DN41130_c0_g1	2	zf-C2H2_jaz	PF12171
Amar_DN41130_c0_g1	2	zf-met	PF12874
Amar_DN41130_c0_g1	2	zf-H2C2_2	PF13465
Amar_DN41130_c0_g1	2	zf-C2H2_4	PF13894
Amar_DN41130_c0_g1	2	zf-C2H2_6	PF13912
Amar_DN41130_c0_g1	2	zf-C2HC_2	PF13913
Amar_DN41130_c0_g1	2	zf-C2H2_8	PF15909
Amar_DN41130_c0_g1	2	Zn-C2H2_12	PF18112
Amar_DN41130_c0_g1	2	Zf-C2H2_ZNF451_C	PF23107
Amar_DN41130_c0_g1	2	zf-C2H2_7th_ZNF462	PF23225
Amar_DN41130_c0_g1	2	Zn_SUZ12	PF23320
Amar_DN41130_c0_g1	2	DUF7836	PF25206
Amar_DN50609_c0_g1	2	PAN_1	PF00024
Amar_DN50609_c0_g1	2	PAN_2	PF08276
Amar_DN50609_c0_g1	2	LRR_4	PF12799
Amar_DN50609_c0_g1	2	LRR_6	PF13516
Amar_DN50609_c0_g1	2	LRR_8	PF13855
Amar_DN50609_c0_g1	2	PAN_4	PF14295
Amar_DN50609_c0_g1	2	LRR_14	PF23598
Amar_DN50725_c0_g1	2	EGF	PF00008
Amar_DN50725_c0_g1	2	hEGF	PF12661
Amar_DN50725_c0_g1	2	cEGF	PF12662
