geneID	cluster	domain	pfam
Pele_DN116110_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pele_DN116110_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Pele_DN116110_c0_g1	1	Beta-prop_EML	PF23409
Pele_DN116110_c0_g1	1	Beta-prop_EML_2	PF23414
Pele_DN116110_c0_g1	1	WD40_RFWD3	PF23419
Pele_DN116110_c0_g1	1	Beta-prop_NWD2_C	PF23586
Pele_DN116110_c0_g1	1	Beta-prop_EIPR1	PF23609
Pele_DN116110_c0_g1	1	Beta-prop_DCAF4	PF23761
Pele_DN116110_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Pele_DN116110_c0_g1	1	Beta-prop_SPT8	PF23798
Pele_DN116110_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Pele_DN116110_c0_g1	1	Beta-prop_SCAP	PF24017
Pele_DN116110_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Pele_DN116110_c0_g1	1	WD40_MABP1-WDR62_1st	PF24780
Pele_DN116110_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Pele_DN116110_c0_g1	1	WDR55	PF24796
Pele_DN116110_c0_g1	1	EIF3I	PF24805
Pele_DN116110_c0_g1	1	WD40_CDC20-Fz	PF24807
Pele_DN116110_c0_g1	1	WD40_WDHD1_1st	PF24817
Pele_DN116110_c0_g1	1	Beta-prop_TEP1_C	PF25048
Pele_DN116110_c0_g1	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Pele_DN116110_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pele_DN116110_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Pele_DN116110_c0_g1	1	Beta-prop_THOC3	PF25174
Pele_DN116110_c0_g1	1	Beta-prop_WDR5	PF25175
Pele_DN116110_c0_g1	1	Beta-prop_WDR41	PF25178
Pele_DN116110_c0_g1	1	Beta-prop_Aladin	PF25460
Pele_DN116534_c0_g1	1	EGF_PEAR1L	PF23301
Pele_DN117147_c0_g1	1	PAN_1	PF00024
Pele_DN117147_c0_g1	1	LRR_1	PF00560
Pele_DN117147_c0_g1	1	PAN_2	PF08276
Pele_DN117147_c0_g1	1	PAN_3	PF08277
Pele_DN117147_c0_g1	1	LRR_4	PF12799
Pele_DN117147_c0_g1	1	LRR_6	PF13516
Pele_DN117147_c0_g1	1	LRR_8	PF13855
Pele_DN117147_c0_g1	1	PAN_4	PF14295
Pele_DN117147_c0_g1	1	LRR_9	PF14580
Pele_DN117147_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN117147_c0_g1	1	LRR_14	PF23598
Pele_DN117147_c0_g1	1	LRR_EndoS	PF23952
Pele_DN118069_c0_g1	1	PAN_1	PF00024
Pele_DN118069_c0_g1	1	LRR_1	PF00560
Pele_DN118069_c0_g1	1	LRR_4	PF12799
Pele_DN118069_c0_g1	1	LRR_6	PF13516
Pele_DN118069_c0_g1	1	LRR_8	PF13855
Pele_DN118069_c0_g1	1	LRR_9	PF14580
Pele_DN118069_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN118069_c0_g1	1	LRR_14	PF23598
Pele_DN118288_c0_g1	1	HLH	PF00010
Pele_DN118288_c0_g1	1	MobL	PF18555
Pele_DN118288_c0_g1	1	New_glue	PF21827
Pele_DN118289_c0_g2	1	zf-C2H2	PF00096
Pele_DN118289_c0_g2	1	PHD	PF00628
Pele_DN118289_c0_g2	1	zf-Sec23_Sec24	PF04810
Pele_DN118289_c0_g2	1	Zn_ribbon_Elf1	PF05129
Pele_DN118289_c0_g2	1	DpnI	PF06044
Pele_DN118289_c0_g2	1	zf-LYAR	PF08790
Pele_DN118289_c0_g2	1	Ta0938	PF11494
Pele_DN118289_c0_g2	1	zf-C2H2_jaz	PF12171
Pele_DN118289_c0_g2	1	zf-C2H2_2	PF12756
Pele_DN118289_c0_g2	1	zf-met	PF12874
Pele_DN118289_c0_g2	1	zf-H2C2_2	PF13465
Pele_DN118289_c0_g2	1	zf-C2H2_4	PF13894
Pele_DN118289_c0_g2	1	zf-C2H2_6	PF13912
Pele_DN118289_c0_g2	1	zf_ZIC	PF18366
Pele_DN118289_c0_g2	1	PHD_ash2p_like	PF21257
Pele_DN118289_c0_g2	1	B129_C2H2-zf	PF22034
Pele_DN118289_c0_g2	1	Zf-C2H2_ZNF451	PF23108
Pele_DN118289_c0_g2	1	DUF7479	PF24292
Pele_DN118289_c0_g2	1	DUF7565	PF24446
Pele_DN118712_c0_g1	1	7tm_1	PF00001
Pele_DN118712_c0_g1	1	FA_desaturase	PF00487
Pele_DN118712_c0_g1	1	CitMHS	PF03600
Pele_DN118712_c0_g1	1	Paf1	PF03985
Pele_DN118712_c0_g1	1	Ctr	PF04145
Pele_DN118712_c0_g1	1	Orf78	PF06024
Pele_DN118712_c0_g1	1	CD34_antigen	PF06365
Pele_DN118712_c0_g1	1	Calcyon	PF06387
Pele_DN118712_c0_g1	1	SARAF	PF06682
Pele_DN118712_c0_g1	1	DUF2615	PF11027
Pele_DN118712_c0_g1	1	7tm_4	PF13853
Pele_DN118712_c0_g1	1	AIM3	PF17096
Pele_DN118712_c0_g1	1	DUF6548	PF20185
Pele_DN118712_c0_g1	1	DUF2207_C	PF20990
Pele_DN118712_c0_g1	1	YxzE	PF25184
Pele_DN118712_c0_g1	1	DUF7977	PF25932
Pele_DN118712_c0_g1	1	DUF8060	PF26256
Pele_DN119052_c0_g1	1	7tm_1	PF00001
Pele_DN119052_c0_g1	1	BRI3	PF10164
Pele_DN119052_c0_g1	1	7TM_GPCR_Srsx	PF10320
Pele_DN119052_c0_g1	1	DUF2615	PF11027
Pele_DN119052_c0_g1	1	Hemotin	PF21944
Pele_DN119369_c0_g2	1	Fibrinogen_C	PF00147
Pele_DN119369_c0_g2	1	EGF_Teneurin	PF23106
Pele_DN120150_c1_g1	1	PAN_1	PF00024
Pele_DN120150_c1_g1	1	PAN_2	PF08276
Pele_DN120150_c1_g1	1	Laminin_G_3	PF13385
Pele_DN120150_c1_g1	1	PAN_4	PF14295
Pele_DN122977_c0_g1	1	Notch	PF00066
Pele_DN122977_c0_g1	1	I-set	PF07679
Pele_DN122977_c0_g1	1	NODP	PF07684
Pele_DN122977_c0_g1	1	V-set	PF07686
Pele_DN122977_c0_g1	1	Ig_3	PF13927
Pele_DN123210_c0_g1	1	Collagen	PF01391
Pele_DN123233_c2_g1	1	zf-C2H2_14	PF23330
Pele_DN124769_c0_g1	1	WD40	PF00400
Pele_DN124769_c0_g1	1	Calmodulin_bind	PF07887
Pele_DN124769_c0_g1	1	Beta-prop_Nup120_160	PF11715
Pele_DN124769_c0_g1	1	ANAPC4_WD40	PF12894
Pele_DN124769_c0_g1	1	Beta-prop_ACSF4	PF13570
Pele_DN124769_c0_g1	1	BBS2_Mid	PF14783
Pele_DN124769_c0_g1	1	Ge1_WD40	PF16529
Pele_DN124769_c0_g1	1	Beta-prop_NUP159_NUP214	PF16755
Pele_DN124769_c0_g1	1	WD40_like	PF17005
Pele_DN124769_c0_g1	1	NBCH_WD40	PF20426
Pele_DN124769_c0_g1	1	RMC1_N	PF21029
Pele_DN124769_c0_g1	1	WDR54	PF21031
Pele_DN124769_c0_g1	1	PROPPIN	PF21032
Pele_DN124769_c0_g1	1	RNR-II_ins_dom	PF21995
Pele_DN124769_c0_g1	1	Beta-prop_IFT80_2nd	PF23335
Pele_DN124769_c0_g1	1	WDR90_beta-prop_4th	PF23342
Pele_DN124769_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pele_DN124769_c0_g1	1	Beta-prop_IFT140_1st	PF23383
Pele_DN124769_c0_g1	1	Beta-prop_IFT140_2nd	PF23385
Pele_DN124769_c0_g1	1	Beta-prop_WDR19_1st	PF23389
Pele_DN124769_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Pele_DN124769_c0_g1	1	Beta-prop_VPS8	PF23410
Pele_DN124769_c0_g1	1	Beta-prop_Vps41	PF23411
Pele_DN124769_c0_g1	1	Beta-prop_EML_2	PF23414
Pele_DN124769_c0_g1	1	WD40_RFWD3	PF23419
Pele_DN124769_c0_g1	1	Beta-prop_EIPR1	PF23609
Pele_DN124769_c0_g1	1	Beta-prop_RSE1_2nd	PF23726
Pele_DN124769_c0_g1	1	Beta-prop_IP5PC_F	PF23754
Pele_DN124769_c0_g1	1	Beta-prop_HPS5	PF23756
Pele_DN124769_c0_g1	1	Beta-prop_DCAF12	PF23760
Pele_DN124769_c0_g1	1	Beta-prop_DCAF4	PF23761
Pele_DN124769_c0_g1	1	Beta-prop_WDR75_2nd	PF23769
Pele_DN124769_c0_g1	1	Beta-prop_RIG_1st	PF23770
Pele_DN124769_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Pele_DN124769_c0_g1	1	Beta-prop_SPT8	PF23798
Pele_DN124769_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Pele_DN124769_c0_g1	1	Beta-prop_SCAP	PF24017
Pele_DN124769_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Pele_DN124769_c0_g1	1	WD40_MABP1-WDR62_1st	PF24780
Pele_DN124769_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Pele_DN124769_c0_g1	1	EIF3I	PF24805
Pele_DN124769_c0_g1	1	WD40_CDC20-Fz	PF24807
Pele_DN124769_c0_g1	1	WD40_Prp19	PF24814
Pele_DN124769_c0_g1	1	WD40_WDHD1_1st	PF24817
Pele_DN124769_c0_g1	1	Beta-prop_TEP1_2nd	PF25047
Pele_DN124769_c0_g1	1	Beta-prop_TEP1_C	PF25048
Pele_DN124769_c0_g1	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Pele_DN124769_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pele_DN124769_c0_g1	1	Beta-prop_WDR3_2nd	PF25172
Pele_DN124769_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Pele_DN124769_c0_g1	1	Beta-prop_THOC3	PF25174
Pele_DN124769_c0_g1	1	Beta-prop_WDR41	PF25178
Pele_DN124769_c0_g1	1	WD40_Gbeta	PF25391
Pele_DN124769_c0_g1	1	Beta-prop_Aladin	PF25460
Pele_DN124769_c0_g1	1	Beta-prop_pof12	PF25499
Pele_DN124769_c0_g1	1	Tricorn_2nd	PF26550
Pele_DN124769_c0_g1	1	Phage_gp75	PF26828
Pele_DN124769_c0_g1	1	PuhC	PF27124
Pele_DN124789_c0_g2	1	zf-C2H2	PF00096
Pele_DN124789_c0_g2	1	BTB	PF00651
Pele_DN124789_c0_g2	1	ARS2	PF04959
Pele_DN124789_c0_g2	1	ROS_MUCR	PF05443
Pele_DN124789_c0_g2	1	Zn_ribbon_8	PF09723
Pele_DN124789_c0_g2	1	zf-C2H2_jaz	PF12171
Pele_DN124789_c0_g2	1	zf-met	PF12874
Pele_DN124789_c0_g2	1	zf-H2C2_2	PF13465
Pele_DN124789_c0_g2	1	zf-C2H2_4	PF13894
Pele_DN124789_c0_g2	1	zf-C2H2_6	PF13912
Pele_DN124789_c0_g2	1	zf-C2H2_11	PF16622
Pele_DN124789_c0_g2	1	zf_Hakai	PF18408
Pele_DN124789_c0_g2	1	zf_UBZ	PF18439
Pele_DN124789_c0_g2	1	zf-C2H2_3rep	PF18868
Pele_DN124789_c0_g2	1	Zap1_zf1	PF21816
Pele_DN124789_c0_g2	1	Zf-C2H2_ZNF451_1st	PF23101
Pele_DN124789_c0_g2	1	Zf-C2H2_ZNF451_C	PF23107
Pele_DN124789_c0_g2	1	zf-C2H2_ZN142	PF23612
Pele_DN124789_c0_g2	1	zf-C2HC_3	PF25017
Pele_DN125279_c0_g1	1	fn3	PF00041
Pele_DN125279_c0_g1	1	LRR_1	PF00560
Pele_DN125279_c0_g1	1	LRRCT	PF01463
Pele_DN125279_c0_g1	1	LRR_4	PF12799
Pele_DN125279_c0_g1	1	LRR_5	PF13306
Pele_DN125279_c0_g1	1	LRR_6	PF13516
Pele_DN125279_c0_g1	1	LRR_8	PF13855
Pele_DN125279_c0_g1	1	LRR_9	PF14580
Pele_DN125279_c0_g1	1	Pur_ac_phosph_N	PF16656
Pele_DN125279_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN125279_c0_g1	1	Fn3_VIN3	PF23376
Pele_DN125279_c0_g1	1	LRR_14	PF23598
Pele_DN125279_c0_g1	1	LRR_EndoS	PF23952
Pele_DN125569_c0_g1	1	PAN_1	PF00024
Pele_DN125569_c0_g1	1	Ldl_recept_a	PF00057
Pele_DN125569_c0_g1	1	CUB	PF00431
Pele_DN125569_c0_g1	1	CUB_2	PF02408
Pele_DN125569_c0_g1	1	EGF_MSP1_1	PF12946
Pele_DN125569_c0_g1	1	CUB_M02D8_5_3rd	PF23062
Pele_DN125647_c0_g1	1	LRR_1	PF00560
Pele_DN125647_c0_g1	1	MshEN	PF05157
Pele_DN125647_c0_g1	1	SdiA-regulated	PF06977
Pele_DN125647_c0_g1	1	LRR_2	PF07723
Pele_DN125647_c0_g1	1	LRR_4	PF12799
Pele_DN125647_c0_g1	1	LRR_6	PF13516
Pele_DN125647_c0_g1	1	LRR_8	PF13855
Pele_DN125647_c0_g1	1	LRR_9	PF14580
Pele_DN125647_c0_g1	1	LRR_14	PF23598
Pele_DN125647_c0_g1	1	LRR_NXF1-5	PF24048
Pele_DN125647_c0_g1	1	LRR_At5g56370	PF24758
Pele_DN126301_c0_g1	1	Bac_DnaA	PF00308
Pele_DN126301_c0_g1	1	WD40	PF00400
Pele_DN126301_c0_g1	1	ATPase_2	PF01637
Pele_DN126301_c0_g1	1	NTPase_1	PF03266
Pele_DN126301_c0_g1	1	ResIII	PF04851
Pele_DN126301_c0_g1	1	NACHT	PF05729
Pele_DN126301_c0_g1	1	KAP_NTPase	PF07693
Pele_DN126301_c0_g1	1	AAA_7	PF12775
Pele_DN126301_c0_g1	1	AAA_19	PF13245
Pele_DN126301_c0_g1	1	AAA_22	PF13401
Pele_DN126301_c0_g1	1	Beta-prop_ACSF4	PF13570
Pele_DN126301_c0_g1	1	Beta-prop_WDR19_2nd	PF15911
Pele_DN126301_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pele_DN126301_c0_g1	1	Beta-prop_EML	PF23409
Pele_DN126301_c0_g1	1	Beta-prop_VPS8	PF23410
Pele_DN126301_c0_g1	1	Beta-prop_EML_2	PF23414
Pele_DN126301_c0_g1	1	WDR55	PF24796
Pele_DN126301_c0_g1	1	EIF3I	PF24805
Pele_DN126301_c0_g1	1	WD40_CDC20-Fz	PF24807
Pele_DN126301_c0_g1	1	WD40_Prp19	PF24814
Pele_DN126301_c0_g1	1	WD40_WDHD1_1st	PF24817
Pele_DN126301_c0_g1	1	NPHP3_N	PF24883
Pele_DN126301_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pele_DN126301_c0_g1	1	Beta-prop_WDR3_2nd	PF25172
Pele_DN126301_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Pele_DN126301_c0_g1	1	Beta-prop_THOC3	PF25174
Pele_DN126301_c0_g1	1	Beta-prop_WDR5	PF25175
Pele_DN126301_c0_g1	1	nSTAND_NTPase5	PF25199
Pele_DN126301_c0_g1	1	nSTAND6	PF25201
Pele_DN126301_c0_g1	1	WHD_NWD1	PF25469
Pele_DN126478_c1_g2	1	BTB	PF00651
Pele_DN126478_c1_g2	1	Kelch_1	PF01344
Pele_DN126478_c1_g2	1	Kelch_2	PF07646
Pele_DN126478_c1_g2	1	Myelin-PO_C	PF10570
Pele_DN126478_c1_g2	1	Beta-prop_FBX42	PF13415
Pele_DN126478_c1_g2	1	Beta-prop_Calicin	PF13964
Pele_DN126478_c1_g2	1	Beta-prop_ATRN-LZTR1	PF24981
Pele_DN126478_c1_g2	1	NANM	PF24996
Pele_DN126478_c1_g2	1	Spectrin_SYNE1	PF25034
Pele_DN126478_c1_g2	1	Kelch_FKB95	PF25210
Pele_DN126478_c1_g2	1	Spe-44	PF25892
Pele_DN126478_c1_g2	1	MoxZ	PF27243
Pele_DN127222_c0_g1	1	zf-C2H2	PF00096
Pele_DN127222_c0_g1	1	Rubredoxin	PF00301
Pele_DN127222_c0_g1	1	HypA	PF01155
Pele_DN127222_c0_g1	1	Zn_ribbon_Elf1	PF05129
Pele_DN127222_c0_g1	1	zf-Di19	PF05605
Pele_DN127222_c0_g1	1	GpA_ATPase	PF05876
Pele_DN127222_c0_g1	1	Zn_ribbon_8	PF09723
Pele_DN127222_c0_g1	1	Zn_ribbon_10	PF10058
Pele_DN127222_c0_g1	1	zf-H2C2_2	PF13465
Pele_DN127222_c0_g1	1	Zn_ribbon_4	PF13717
Pele_DN127222_c0_g1	1	zf-C2H2_4	PF13894
Pele_DN127222_c0_g1	1	CpXC	PF14353
Pele_DN127222_c0_g1	1	zf-C2HE	PF16278
Pele_DN127222_c0_g1	1	Zn_ribbon_SprT	PF17283
Pele_DN127222_c0_g1	1	DZR_2	PF18912
Pele_DN127222_c0_g1	1	DUF5810	PF19126
Pele_DN127222_c0_g1	1	Zn_ribbon_16	PF21957
Pele_DN127222_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pele_DN127222_c0_g1	1	Zf-C2H2_ZNF451	PF23108
Pele_DN127222_c0_g1	1	Zn_SUZ12	PF23320
Pele_DN127222_c0_g1	1	DUF7130	PF23458
Pele_DN127222_c0_g1	1	Zn_ribbon_FGT1_1	PF23547
Pele_DN127222_c0_g1	1	zf-C2H2_ZNF142_18	PF23574
Pele_DN127222_c0_g1	1	zf-C2H2_16	PF23611
Pele_DN127222_c0_g1	1	YmcF-like	PF23641
Pele_DN127222_c0_g1	1	DUF7559	PF24440
Pele_DN127222_c0_g1	1	CoiA_N	PF25164
Pele_DN127222_c0_g1	1	DUF8106	PF26408
Pele_DN127222_c0_g1	1	Rv1322	PF27609
Pele_DN127793_c0_g1	1	LRR_1	PF00560
Pele_DN127793_c0_g1	1	LRR_4	PF12799
Pele_DN127793_c0_g1	1	LRR_5	PF13306
Pele_DN127793_c0_g1	1	LRR_6	PF13516
Pele_DN127793_c0_g1	1	LRR_8	PF13855
Pele_DN127793_c0_g1	1	SasG_E	PF17041
Pele_DN127793_c0_g1	1	LRR_14	PF23598
Pele_DN127793_c0_g1	1	LRR_EndoS	PF23952
Pele_DN127793_c0_g1	1	LRR_NXF1-5	PF24048
Pele_DN127793_c0_g1	1	LRR_R13L1-DRL21	PF25019
Pele_DN128664_c1_g1	1	Death	PF00531
Pele_DN128664_c1_g1	1	US29	PF25728
Pele_DN128664_c1_g1	1	CSNKA2IP	PF27961
Pele_DN128668_c0_g1	1	LRR_1	PF00560
Pele_DN128668_c0_g1	1	LRR_4	PF12799
Pele_DN128668_c0_g1	1	LRR_8	PF13855
Pele_DN128668_c0_g1	1	LRR_NXF1-5	PF24048
Pele_DN129655_c0_g1	1	Sushi	PF00084
Pele_DN129655_c0_g1	1	HRM	PF02793
Pele_DN130251_c0_g3	1	Collagen	PF01391
Pele_DN130251_c0_g3	1	DAP10	PF07213
Pele_DN130251_c0_g3	1	Myc_target_1	PF15179
Pele_DN130251_c0_g3	1	DUF4834	PF16118
Pele_DN130251_c0_g3	1	PSI_induc_2	PF27934
Pele_DN130386_c0_g1	1	LRR_1	PF00560
Pele_DN130386_c0_g1	1	EzrA	PF06160
Pele_DN130386_c0_g1	1	LRR_4	PF12799
Pele_DN130386_c0_g1	1	LRR_5	PF13306
Pele_DN130386_c0_g1	1	LRR_6	PF13516
Pele_DN130386_c0_g1	1	LRR_8	PF13855
Pele_DN130386_c0_g1	1	LRR_9	PF14580
Pele_DN130386_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN130386_c0_g1	1	LRR_At1g61320_AtMIF1	PF23622
Pele_DN130386_c0_g1	1	LRR_EndoS	PF23952
Pele_DN130386_c0_g1	1	LRR_NXF1-5	PF24048
Pele_DN130386_c0_g1	1	LRR_Zer-1	PF25013
Pele_DN130386_c0_g1	1	LRR_R13L1-DRL21	PF25019
Pele_DN130426_c0_g1	1	SET	PF00856
Pele_DN130496_c1_g1	1	zf-C2H2	PF00096
Pele_DN130496_c1_g1	1	Zn_ribbon_Dof	PF02701
Pele_DN130496_c1_g1	1	zf-LYAR	PF08790
Pele_DN130496_c1_g1	1	zf-C2H2_jaz	PF12171
Pele_DN130496_c1_g1	1	zf-C2H2_2	PF12756
Pele_DN130496_c1_g1	1	zf-met	PF12874
Pele_DN130496_c1_g1	1	zf-C2H2_4	PF13894
Pele_DN130496_c1_g1	1	zf-C2H2_6	PF13912
Pele_DN130496_c1_g1	1	zf-C2HC_2	PF13913
Pele_DN130496_c1_g1	1	zf-C2H2_11	PF16622
Pele_DN130496_c1_g1	1	Actin_micro	PF17003
Pele_DN130496_c1_g1	1	zf-MYST	PF17772
Pele_DN130496_c1_g1	1	zf_UBZ	PF18439
Pele_DN130496_c1_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Pele_DN130496_c1_g1	1	zf-C2H2_ZNF462_1st	PF23077
Pele_DN130496_c1_g1	1	Zf-C2H2_ZNF451_2nd	PF23102
Pele_DN130496_c1_g1	1	zf-C2H2_ZN142	PF23612
Pele_DN130496_c1_g1	1	zf-C2H2_DHX34	PF24485
Pele_DN130779_c0_g1	1	LRR_1	PF00560
Pele_DN130779_c0_g1	1	LRR_4	PF12799
Pele_DN130779_c0_g1	1	LRR_8	PF13855
Pele_DN131409_c0_g1	1	PAN_1	PF00024
Pele_DN131409_c0_g1	1	LRR_1	PF00560
Pele_DN131409_c0_g1	1	LRR_4	PF12799
Pele_DN131409_c0_g1	1	LRR_8	PF13855
Pele_DN131409_c0_g1	1	LRR_14	PF23598
Pele_DN131467_c0_g1	1	FGF	PF00167
Pele_DN131590_c0_g1	1	zf-C2H2	PF00096
Pele_DN131590_c0_g1	1	HypA	PF01155
Pele_DN131590_c0_g1	1	C1_4	PF07975
Pele_DN131590_c0_g1	1	Zn_ribbon_8	PF09723
Pele_DN131590_c0_g1	1	zf-C2H2_jaz	PF12171
Pele_DN131590_c0_g1	1	zf-met	PF12874
Pele_DN131590_c0_g1	1	zf-H2C2_2	PF13465
Pele_DN131590_c0_g1	1	zf-C2H2_4	PF13894
Pele_DN131590_c0_g1	1	zf-C2H2_6	PF13912
Pele_DN131590_c0_g1	1	zf_UBZ	PF18439
Pele_DN131590_c0_g1	1	zf-C2H2_3rep	PF18868
Pele_DN131590_c0_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Pele_DN131590_c0_g1	1	zf_DPOE_2	PF23250
Pele_DN131590_c0_g1	1	DUF7128	PF23447
Pele_DN131590_c0_g1	1	DUF7129	PF23455
Pele_DN131590_c0_g1	1	zf-C2H2_15	PF23561
Pele_DN131590_c0_g1	1	DUF7410	PF24166
Pele_DN131590_c0_g1	1	DUF8112	PF26417
Pele_DN131590_c0_g1	1	DUF8118	PF26435
Pele_DN131708_c0_g1	1	LRR_1	PF00560
Pele_DN131708_c0_g1	1	PAN_2	PF08276
Pele_DN131708_c0_g1	1	LRR_8	PF13855
Pele_DN131708_c0_g1	1	LRR_LRWD1	PF23211
Pele_DN131760_c0_g1	1	zf-C2H2	PF00096
Pele_DN131760_c0_g1	1	zf-H2C2_2	PF13465
Pele_DN131760_c0_g1	1	zf-C2H2_4	PF13894
Pele_DN131760_c0_g1	1	zf-H2C2_5	PF13909
Pele_DN131760_c0_g1	1	AcrIC5	PF22147
Pele_DN131760_c0_g1	1	zf-C2H2_ZNF142_18	PF23574
Pele_DN131760_c0_g1	1	zf-C2H2_16	PF23611
Pele_DN131760_c0_g1	1	zf-C2H2_ZN142	PF23612
Pele_DN131760_c0_g1	1	zf-C2H2_CASZ1	PF26743
Pele_DN131760_c0_g1	1	Znf-C2H2_ZNF142	PF27528
Pele_DN131921_c0_g1	1	Rieske	PF00355
Pele_DN131921_c0_g1	1	PAE	PF03283
Pele_DN131921_c0_g1	1	SBDS_domain_II	PF09377
Pele_DN131921_c0_g1	1	zf-CCCH_4	PF18044
