"geneID"	"sources"
"Pdum_DN18706_c2_g1"	"Domain"
"Pdum_DN187159_c0_g1"	"Domain"
"Pdum_DN187161_c0_g1"	"Domain"
"Pdum_DN18723_c0_g1"	"Domain"
"Pdum_DN18769_c0_g1"	"Domain"
"Pdum_DN1878_c3_g1"	"Domain"
"Pdum_DN1879_c0_g1"	"Domain"
"Pdum_DN1879_c3_g1"	"Domain"
"Pdum_DN1884_c0_g1"	"Domain"
"Pdum_DN18880_c0_g1"	"Domain"
"Pdum_DN188_c0_g1"	"Domain"
"Pdum_DN189514_c0_g1"	"Domain"
"Pdum_DN189605_c0_g1"	"Domain"
"Pdum_DN18_c0_g1"	"Domain"
"Pdum_DN19004_c0_g1"	"Domain"
"Pdum_DN19008_c0_g1"	"Domain"
"Pdum_DN1902_c0_g1"	"Domain"
"Pdum_DN190969_c0_g1"	"Domain"
"Pdum_DN190_c0_g2"	"Domain"
"Pdum_DN191052_c0_g1"	"Domain"
"Pdum_DN19117_c0_g1"	"Domain"
"Pdum_DN1912_c1_g2"	"Domain"
"Pdum_DN19159_c0_g1"	"Domain"
"Pdum_DN191_c0_g1"	"Domain"
"Pdum_DN19202_c0_g2"	"Domain"
"Pdum_DN1920_c0_g1"	"Domain"
"Pdum_DN1929_c0_g1"	"Domain"
"Pdum_DN19308_c1_g1"	"Domain"
"Pdum_DN1946_c5_g1"	"Domain"
"Pdum_DN19532_c1_g1"	"Domain"
"Pdum_DN19600_c0_g1"	"Domain"
"Pdum_DN19604_c0_g1"	"Domain"
"Pdum_DN1963_c0_g1"	"Domain"
"Pdum_DN19804_c0_g1"	"Domain"
"Pdum_DN1980_c0_g1"	"Domain"
"Pdum_DN19830_c1_g1"	"Domain"
"Pdum_DN19831_c0_g1"	"Domain"
"Pdum_DN19890_c0_g2"	"Domain"
"Pdum_DN19929_c0_g1"	"Domain"
"Pdum_DN19956_c0_g1"	"Domain"
"Pdum_DN1995_c0_g1"	"Domain"
"Pdum_DN19999_c0_g1"	"Domain"
"Pdum_DN1999_c2_g1"	"Domain"
"Pdum_DN19_c0_g1"	"Domain"
"Pdum_DN20031_c0_g1"	"Domain"
"Pdum_DN2008_c0_g1"	"Domain"
"Pdum_DN20105_c0_g1"	"Domain"
"Pdum_DN2017_c0_g1"	"Domain"
"Pdum_DN2019_c0_g1"	"Domain"
"Pdum_DN2021_c0_g3"	"Domain"
"Pdum_DN20253_c0_g1"	"Domain"
"Pdum_DN2032_c4_g1"	"Domain"
"Pdum_DN2040_c0_g1"	"Domain"
"Pdum_DN2056_c0_g1"	"Domain"
"Pdum_DN20577_c0_g1"	"Domain"
"Pdum_DN2062_c0_g1"	"Domain"
"Pdum_DN2062_c2_g1"	"Domain"
"Pdum_DN2068_c0_g1"	"Domain"
"Pdum_DN20701_c0_g1"	"Domain"
"Pdum_DN2078_c1_g1"	"Domain"
"Pdum_DN208046_c0_g1"	"Domain"
"Pdum_DN2089_c0_g1"	"Domain"
"Pdum_DN20987_c0_g1"	"Domain"
"Pdum_DN2098_c0_g1"	"Domain"
"Pdum_DN20_c1_g1"	"Domain"
"Pdum_DN2107_c0_g1"	"Domain"
"Pdum_DN21145_c0_g1"	"Domain"
"Pdum_DN21146_c0_g1"	"Domain"
"Pdum_DN21165_c0_g1"	"Domain"
"Pdum_DN2118_c0_g1"	"Domain"
"Pdum_DN212_c0_g1"	"Domain"
"Pdum_DN2139_c0_g1"	"Domain"
"Pdum_DN2145_c0_g1"	"Domain"
"Pdum_DN2145_c0_g2"	"Domain"
"Pdum_DN2150_c0_g1"	"Domain"
"Pdum_DN2154_c0_g1"	"Domain"
"Pdum_DN21557_c0_g2"	"Domain"
"Pdum_DN2155_c0_g1"	"Domain"
"Pdum_DN21640_c0_g1"	"Domain"
"Pdum_DN216754_c0_g1"	"Domain"
"Pdum_DN21675_c1_g1"	"Domain"
"Pdum_DN216888_c0_g1"	"Domain"
"Pdum_DN2168_c0_g1"	"Domain"
"Pdum_DN2169_c0_g1"	"Domain"
"Pdum_DN2171_c0_g1"	"Domain"
"Pdum_DN21822_c0_g1"	"Domain"
"Pdum_DN2190_c0_g1"	"Domain"
"Pdum_DN21982_c0_g2"	"Domain"
"Pdum_DN2200_c1_g1"	"Domain"
"Pdum_DN2208_c0_g1"	"Domain"
"Pdum_DN2209_c0_g1"	"Domain"
"Pdum_DN2211_c0_g1"	"Domain"
"Pdum_DN22164_c0_g1"	"Domain"
"Pdum_DN22175_c0_g1"	"Domain"
"Pdum_DN22193_c0_g1"	"Domain"
"Pdum_DN22212_c1_g1"	"Domain"
"Pdum_DN22223_c0_g1"	"Domain"
"Pdum_DN2223_c0_g1"	"Domain"
"Pdum_DN2225_c0_g2"	"Domain"
"Pdum_DN2227_c0_g1"	"Domain"
"Pdum_DN2231_c0_g1"	"Domain"
"Pdum_DN22392_c1_g1"	"Domain"
"Pdum_DN2239_c0_g1"	"Domain"
"Pdum_DN22578_c0_g1"	"Domain"
"Pdum_DN2258_c1_g1"	"Domain"
"Pdum_DN22599_c1_g1"	"Domain"
"Pdum_DN22621_c0_g1"	"Domain"
"Pdum_DN2264_c0_g1"	"Domain"
"Pdum_DN2275_c0_g1"	"Domain"
"Pdum_DN228_c0_g1"	"Domain"
"Pdum_DN22924_c0_g1"	"Domain"
"Pdum_DN22967_c0_g1"	"Domain"
"Pdum_DN2298_c1_g1"	"Domain"
"Pdum_DN23011_c0_g1"	"Domain"
"Pdum_DN23017_c0_g2"	"Domain"
"Pdum_DN2301_c0_g1"	"Domain"
"Pdum_DN23047_c0_g1"	"Domain"
"Pdum_DN2306_c0_g1"	"Domain"
"Pdum_DN2315_c0_g1"	"Domain"
"Pdum_DN2319_c0_g1"	"Domain"
"Pdum_DN232465_c0_g1"	"Domain"
"Pdum_DN2324_c0_g1"	"Domain"
"Pdum_DN2326_c0_g1"	"Domain"
"Pdum_DN23288_c0_g2"	"Domain"
"Pdum_DN23298_c0_g1"	"Domain"
"Pdum_DN23315_c0_g1"	"Domain"
"Pdum_DN233168_c0_g1"	"Domain"
"Pdum_DN2333_c0_g2"	"Domain"
"Pdum_DN2335_c0_g1"	"Domain"
"Pdum_DN233790_c0_g1"	"Domain"
"Pdum_DN23488_c0_g1"	"Domain"
"Pdum_DN23491_c0_g2"	"Domain"
"Pdum_DN23524_c0_g1"	"Domain"
"Pdum_DN23552_c0_g1"	"Domain"
"Pdum_DN235747_c0_g1"	"Domain"
"Pdum_DN23589_c0_g1"	"Domain"
"Pdum_DN2363_c0_g1"	"Domain"
"Pdum_DN2363_c1_g1"	"Domain"
"Pdum_DN23690_c0_g1"	"Domain"
"Pdum_DN23709_c0_g1"	"Domain"
"Pdum_DN2371_c0_g1"	"Domain"
"Pdum_DN2371_c6_g1"	"Domain"
"Pdum_DN23723_c0_g1"	"Domain"
"Pdum_DN23757_c0_g1"	"Domain"
"Pdum_DN23776_c0_g1"	"Domain"
"Pdum_DN23780_c0_g1"	"Domain"
"Pdum_DN23803_c0_g1"	"Domain"
"Pdum_DN23803_c0_g2"	"Domain"
"Pdum_DN23912_c0_g1"	"Domain"
"Pdum_DN240_c2_g1"	"Domain"
"Pdum_DN2416_c0_g2"	"Domain"
"Pdum_DN2425_c0_g1"	"Domain"
"Pdum_DN24290_c0_g2"	"Domain"
"Pdum_DN2430_c0_g1"	"Domain"
"Pdum_DN24322_c0_g1"	"Domain"
"Pdum_DN24443_c0_g1"	"Domain"
"Pdum_DN24493_c0_g1"	"Domain"
"Pdum_DN244_c0_g1"	"Domain"
"Pdum_DN24517_c0_g1"	"Domain"
"Pdum_DN24543_c0_g1"	"Domain"
"Pdum_DN24546_c0_g1"	"Domain"
"Pdum_DN24568_c0_g1"	"Domain"
"Pdum_DN2458_c0_g1"	"Domain"
"Pdum_DN2458_c0_g2"	"Domain"
"Pdum_DN246_c0_g1"	"Domain"
"Pdum_DN246_c0_g2"	"Domain"
"Pdum_DN24807_c0_g2"	"Domain"
"Pdum_DN2480_c0_g1"	"Domain"
"Pdum_DN24810_c3_g1"	"Domain"
"Pdum_DN2484_c0_g1"	"Domain"
"Pdum_DN24926_c0_g1"	"Domain"
"Pdum_DN2492_c0_g1"	"Domain"
"Pdum_DN24940_c0_g1"	"Domain"
"Pdum_DN24968_c0_g1"	"Domain"
"Pdum_DN24977_c0_g1"	"Domain"
"Pdum_DN2500_c0_g1"	"Domain"
"Pdum_DN25015_c0_g1"	"Domain"
"Pdum_DN25025_c0_g1"	"Domain"
"Pdum_DN2506_c0_g1"	"Domain"
"Pdum_DN25071_c0_g1"	"Domain"
"Pdum_DN25079_c0_g1"	"Domain"
"Pdum_DN2512_c0_g1"	"Domain"
"Pdum_DN252_c0_g2"	"Domain"
"Pdum_DN25352_c0_g1"	"Domain"
"Pdum_DN25373_c0_g1"	"Domain"
"Pdum_DN2539_c0_g1"	"Domain"
"Pdum_DN2540_c0_g1"	"Domain"
"Pdum_DN255059_c0_g1"	"Domain"
"Pdum_DN25541_c0_g2"	"Domain"
"Pdum_DN255563_c0_g1"	"Domain"
"Pdum_DN25621_c0_g1"	"Domain"
"Pdum_DN25629_c0_g1"	"Domain"
"Pdum_DN256856_c0_g1"	"Domain"
"Pdum_DN25706_c0_g1"	"Domain"
"Pdum_DN25748_c0_g1"	"Domain"
"Pdum_DN25883_c2_g1"	"Domain"
"Pdum_DN258_c2_g1"	"Domain"
"Pdum_DN25922_c0_g1"	"Domain"
"Pdum_DN259_c0_g1"	"Domain"
"Pdum_DN25_c0_g2"	"Domain"
"Pdum_DN2600_c0_g1"	"Domain"
"Pdum_DN26063_c0_g1"	"Domain"
"Pdum_DN2615_c0_g1"	"Domain"
"Pdum_DN2616_c0_g2"	"Domain"
"Pdum_DN26191_c0_g1"	"Domain"
"Pdum_DN2629_c0_g1"	"Domain"
"Pdum_DN26329_c0_g1"	"Domain"
"Pdum_DN26369_c2_g1"	"Domain"
"Pdum_DN26458_c1_g1"	"Domain"
"Pdum_DN2648_c1_g1"	"Domain"
"Pdum_DN264_c1_g1"	"Domain"
"Pdum_DN2651_c0_g1"	"Domain"
"Pdum_DN2651_c3_g1"	"Domain"
"Pdum_DN265230_c0_g1"	"Domain"
"Pdum_DN2652_c1_g1"	"Domain"
"Pdum_DN2661_c0_g1"	"Domain"
"Pdum_DN2673_c2_g1"	"Domain"
"Pdum_DN2692_c2_g1"	"Domain"
"Pdum_DN27003_c0_g3"	"Domain"
"Pdum_DN27006_c0_g1"	"Domain"
"Pdum_DN27044_c3_g1"	"Domain"
"Pdum_DN2714_c0_g1"	"Domain"
"Pdum_DN27189_c0_g1"	"Domain"
"Pdum_DN2720_c0_g1"	"Domain"
"Pdum_DN27225_c0_g2"	"Domain"
"Pdum_DN2726_c0_g1"	"Domain"
"Pdum_DN27337_c0_g1"	"Domain"
"Pdum_DN27361_c0_g1"	"Domain"
"Pdum_DN273_c0_g1"	"Domain"
"Pdum_DN27411_c0_g1"	"Domain"
"Pdum_DN27411_c1_g1"	"Domain"
"Pdum_DN2748_c0_g1"	"Domain"
"Pdum_DN27584_c0_g1"	"Domain"
"Pdum_DN27656_c2_g1"	"Domain"
"Pdum_DN2771_c0_g1"	"Domain"
"Pdum_DN2772_c0_g1"	"Domain"
"Pdum_DN2772_c1_g1"	"Domain"
"Pdum_DN2778_c0_g1"	"Domain"
"Pdum_DN27808_c0_g1"	"Domain"
