"geneID"	"sources"
"Amar_DN46060_c0_g2"	"Domain"
"Amar_DN46089_c0_g1"	"Domain"
"Amar_DN46136_c0_g2"	"Domain"
"Amar_DN46263_c0_g1"	"Domain"
"Amar_DN46719_c0_g2"	"Domain"
"Amar_DN46904_c0_g1"	"Domain"
"Amar_DN47031_c0_g1"	"Domain"
"Amar_DN47103_c0_g1"	"Domain"
"Amar_DN47130_c1_g3"	"Domain"
"Amar_DN47690_c0_g1"	"Domain"
"Amar_DN47959_c0_g1"	"Domain"
"Amar_DN48006_c0_g1"	"Domain"
"Amar_DN48119_c0_g1"	"Domain"
"Amar_DN48230_c0_g1"	"Domain"
"Amar_DN48236_c0_g1"	"Domain"
"Amar_DN48268_c0_g1"	"Domain"
"Amar_DN48490_c0_g2"	"Domain"
"Amar_DN48613_c2_g3"	"Domain"
"Amar_DN48777_c0_g6"	"Domain"
"Amar_DN48843_c1_g3"	"Domain"
"Amar_DN49199_c0_g1"	"Domain"
"Amar_DN49229_c0_g1"	"Domain"
"Amar_DN49269_c0_g1"	"Domain"
"Amar_DN49318_c0_g1"	"Domain"
"Amar_DN49352_c0_g1"	"Domain"
"Amar_DN49458_c0_g1"	"Domain"
"Amar_DN49512_c0_g3"	"Domain"
"Amar_DN49553_c1_g1"	"Domain"
"Amar_DN49740_c0_g1"	"Domain"
"Amar_DN50003_c0_g1"	"Domain"
"Amar_DN50076_c0_g1"	"Domain"
"Amar_DN50294_c0_g1"	"Domain"
"Amar_DN50502_c0_g2"	"Domain"
"Amar_DN50562_c0_g1"	"Domain"
"Amar_DN50609_c0_g1"	"Domain"
"Amar_DN50611_c2_g1"	"Domain"
"Amar_DN50660_c2_g1"	"Domain"
"Amar_DN50703_c0_g1"	"Domain"
"Amar_DN50708_c0_g2"	"Domain"
"Amar_DN50713_c0_g1"	"Domain"
"Amar_DN50725_c0_g1"	"Domain"
"Amar_DN51143_c0_g1"	"Domain"
"Amar_DN51173_c0_g9"	"Domain"
"Amar_DN51216_c0_g1"	"Domain"
"Amar_DN51308_c0_g1"	"Domain"
"Amar_DN51430_c1_g1"	"Domain"
"Amar_DN51539_c0_g1"	"Domain"
"Amar_DN51561_c1_g1"	"Domain"
"Amar_DN51652_c0_g1"	"Domain"
"Amar_DN51759_c0_g1"	"Domain"
"Amar_DN51905_c0_g1"	"Domain"
"Amar_DN52360_c1_g1"	"Domain"
"Amar_DN52360_c1_g2"	"Domain"
"Amar_DN52404_c0_g1"	"Domain"
"Amar_DN52598_c0_g1"	"Domain"
"Amar_DN52752_c0_g3"	"Domain"
"Amar_DN52890_c1_g1"	"Domain"
"Amar_DN52903_c0_g1"	"Domain"
"Amar_DN52964_c0_g1"	"Domain"
"Amar_DN53112_c0_g1"	"Domain"
"Amar_DN53125_c0_g1"	"Domain"
"Amar_DN53139_c0_g1"	"Domain"
"Amar_DN53196_c0_g1"	"Domain"
"Amar_DN53233_c0_g1"	"Domain"
"Amar_DN53259_c0_g1"	"Domain"
"Amar_DN53297_c0_g1"	"Domain"
"Amar_DN53321_c1_g2"	"Domain"
"Amar_DN53446_c0_g1"	"Domain"
"Amar_DN53457_c0_g1"	"Domain"
"Amar_DN53511_c0_g1"	"Domain"
"Amar_DN53521_c1_g2"	"Domain"
"Amar_DN53544_c0_g1"	"Domain"
"Amar_DN53675_c1_g2"	"Domain"
"Amar_DN53675_c1_g3"	"Domain"
"Amar_DN53808_c0_g1"	"Domain"
"Amar_DN53868_c0_g1"	"Domain"
"Amar_DN53883_c0_g1"	"Domain"
"Amar_DN53893_c2_g1"	"Domain"
"Amar_DN53919_c0_g1"	"Domain"
"Amar_DN54063_c1_g2"	"Domain"
"Amar_DN54093_c0_g1"	"Domain"
"Amar_DN54198_c0_g1"	"Domain"
"Amar_DN54282_c0_g3"	"Domain"
"Amar_DN54368_c0_g1"	"Domain"
"Amar_DN54386_c0_g1"	"Domain"
"Amar_DN54416_c0_g2"	"Domain"
"Amar_DN54526_c0_g2"	"Domain"
"Amar_DN54553_c1_g1"	"Domain"
"Amar_DN54646_c0_g1"	"Domain"
"Amar_DN54835_c0_g1"	"Domain"
"Amar_DN54863_c0_g1"	"Domain"
"Amar_DN54898_c0_g2"	"Domain"
"Amar_DN55006_c0_g1"	"Domain"
"Amar_DN55049_c0_g2"	"Domain"
"Amar_DN55092_c1_g4"	"Domain"
"Amar_DN55121_c0_g1"	"Domain"
"Amar_DN55124_c1_g1"	"Domain"
"Amar_DN55200_c0_g1"	"Domain"
"Amar_DN55215_c0_g1"	"Domain"
"Amar_DN55304_c2_g1"	"Domain"
"Amar_DN55355_c0_g1"	"Domain"
"Amar_DN55527_c0_g1"	"Domain"
"Amar_DN55573_c0_g1"	"Domain"
"Amar_DN55634_c3_g1"	"Domain"
"Amar_DN55740_c4_g4"	"Domain"
"Amar_DN55744_c0_g1"	"Domain"
"Amar_DN55776_c0_g1"	"Domain"
"Amar_DN55792_c0_g1"	"Domain"
"Amar_DN55801_c0_g1"	"Domain"
"Amar_DN55815_c1_g2"	"Domain"
"Amar_DN55912_c0_g1"	"Domain"
"Amar_DN55934_c0_g1"	"Domain"
"Amar_DN55937_c0_g1"	"Domain"
"Amar_DN55975_c0_g1"	"Domain"
"Amar_DN55998_c0_g1"	"Domain"
"Amar_DN56018_c0_g1"	"Domain"
"Amar_DN56040_c0_g1"	"Domain"
"Amar_DN56097_c0_g1"	"Domain"
"Amar_DN56143_c0_g2"	"Domain"
"Amar_DN56172_c2_g1"	"Domain"
"Amar_DN56181_c0_g1"	"Domain"
"Amar_DN56197_c0_g2"	"Domain"
"Amar_DN56228_c0_g1"	"Domain"
"Amar_DN56253_c0_g4"	"Domain"
"Amar_DN56328_c0_g1"	"Domain"
"Amar_DN56366_c0_g1"	"Domain"
"Amar_DN56400_c3_g6"	"Domain"
"Amar_DN56463_c0_g1"	"Domain"
"Amar_DN56523_c0_g2"	"Domain"
"Amar_DN56672_c1_g2"	"Domain"
"Amar_DN56679_c0_g1"	"Domain"
"Amar_DN56682_c0_g1"	"Domain"
"Amar_DN56689_c0_g1"	"Domain"
"Amar_DN56694_c0_g1"	"Domain"
"Amar_DN56933_c0_g1"	"Domain"
"Amar_DN56957_c1_g1"	"Domain"
"Amar_DN57006_c0_g2"	"Domain"
"Amar_DN57030_c0_g1"	"Domain"
"Amar_DN57030_c1_g4"	"Domain"
"Amar_DN57030_c1_g5"	"Domain"
"Amar_DN57060_c0_g1"	"Domain"
"Amar_DN57078_c0_g1"	"Domain"
"Amar_DN57087_c0_g1"	"Domain"
"Amar_DN57138_c0_g10"	"Domain"
"Amar_DN57161_c0_g1"	"Domain"
"Amar_DN57167_c0_g4"	"Domain"
"Amar_DN57176_c0_g1"	"Domain"
"Amar_DN57229_c0_g2"	"Domain"
"Amar_DN57238_c0_g2"	"Domain"
"Amar_DN57271_c0_g1"	"Domain"
"Amar_DN57355_c0_g1"	"Domain"
"Amar_DN57384_c0_g1"	"Domain"
"Amar_DN57446_c0_g2"	"Domain"
"Amar_DN57501_c0_g1"	"Domain"
"Amar_DN57522_c0_g2"	"Domain"
"Amar_DN57549_c1_g2"	"Domain"
"Amar_DN57602_c0_g5"	"Domain"
"Amar_DN57640_c1_g1"	"Domain"
"Amar_DN57709_c3_g2"	"Domain"
"Amar_DN57747_c0_g1"	"Domain"
"Amar_DN57757_c2_g10"	"Domain"
"Amar_DN57759_c0_g1"	"Domain"
"Amar_DN57759_c2_g1"	"Domain"
"Amar_DN57759_c4_g1"	"Domain"
"Amar_DN57759_c4_g3"	"Domain"
"Amar_DN57759_c4_g4"	"Domain"
"Amar_DN57808_c0_g1"	"Domain"
"Amar_DN57825_c0_g1"	"Domain"
"Amar_DN57846_c4_g1"	"Domain"
"Amar_DN57875_c4_g1"	"Domain"
"Amar_DN57903_c1_g6"	"Domain"
"Amar_DN57911_c0_g1"	"Domain"
"Amar_DN57923_c0_g1"	"Domain"
"Amar_DN57931_c0_g1"	"Domain"
"Amar_DN57945_c2_g1"	"Domain"
"Amar_DN57967_c1_g1"	"Domain"
"Amar_DN57973_c0_g1"	"Domain"
"Amar_DN58000_c1_g1"	"Domain"
"Amar_DN58019_c3_g2"	"Domain"
"Amar_DN58040_c1_g2"	"Domain"
"Amar_DN58054_c0_g2"	"Domain"
"Amar_DN58056_c2_g2"	"Domain"
"Amar_DN58182_c1_g1"	"Domain"
"Amar_DN58191_c4_g1"	"Domain"
"Amar_DN58204_c0_g1"	"Domain"
"Amar_DN58244_c0_g2"	"Domain"
"Amar_DN58257_c0_g1"	"Domain"
"Amar_DN58264_c0_g2"	"Domain"
"Amar_DN58291_c0_g2"	"Domain"
"Amar_DN58319_c0_g1"	"Domain"
"Amar_DN58342_c0_g3"	"Domain"
"Amar_DN58433_c2_g2"	"Domain"
"Amar_DN58471_c1_g1"	"Domain"
"Amar_DN58477_c6_g1"	"Domain"
"Amar_DN58496_c3_g3"	"Domain"
"Amar_DN58496_c3_g5"	"Domain"
"Amar_DN58502_c0_g1"	"Domain"
"Amar_DN58511_c1_g6"	"Domain"
"Amar_DN58514_c4_g7"	"Domain"
"Amar_DN58542_c0_g1"	"Domain"
"Amar_DN58544_c1_g6"	"Domain"
"Amar_DN58589_c1_g4"	"Domain"
"Amar_DN58590_c0_g1"	"Domain"
"Amar_DN58592_c0_g1"	"Domain"
"Amar_DN58613_c1_g1"	"Domain"
"Amar_DN58628_c0_g1"	"Domain"
"Amar_DN58642_c0_g2"	"Domain"
"Amar_DN58648_c2_g1"	"Domain"
"Amar_DN58648_c2_g2"	"Domain"
"Amar_DN58660_c4_g3"	"Domain"
"Amar_DN58673_c0_g1"	"Domain"
"Amar_DN58675_c2_g3"	"Domain"
"Amar_DN58696_c2_g1"	"Domain"
"Amar_DN58717_c0_g1"	"Domain"
"Amar_DN58755_c3_g1"	"Domain"
"Amar_DN58787_c0_g1"	"Domain"
"Amar_DN58871_c0_g1"	"Domain"
"Amar_DN58883_c0_g2"	"Domain"
"Amar_DN58926_c0_g1"	"Domain"
"Amar_DN59017_c0_g2"	"Domain"
"Amar_DN59029_c4_g1"	"Domain"
"Amar_DN59099_c0_g2"	"Domain"
"Amar_DN59177_c1_g1"	"Domain"
"Amar_DN59190_c1_g2"	"Domain"
"Amar_DN59190_c1_g4"	"Domain"
"Amar_DN59247_c1_g1"	"Domain"
"Amar_DN59324_c0_g4"	"Domain"
"Amar_DN59424_c1_g1"	"Domain"
"Amar_DN59451_c2_g5"	"Domain"
"Amar_DN59457_c5_g2"	"Domain"
"Amar_DN59472_c1_g3"	"Domain"
"Amar_DN59497_c0_g1"	"Domain"
"Amar_DN59500_c3_g3"	"Domain"
"Amar_DN59581_c2_g1"	"Domain"
"Amar_DN59583_c0_g1"	"Domain"
"Amar_DN59608_c0_g1"	"Domain"
"Amar_DN59713_c2_g6"	"Domain"
"Amar_DN59737_c1_g1"	"Domain"
"Amar_DN59737_c1_g3"	"Domain"
"Amar_DN59737_c3_g10"	"Domain"
"Amar_DN59737_c3_g2"	"Domain"
"Amar_DN59737_c3_g4"	"Domain"
"Amar_DN59737_c3_g6"	"Domain"
"Amar_DN59737_c3_g7"	"Domain"
"Amar_DN59776_c0_g2"	"Domain"
"Amar_DN59793_c0_g3"	"Domain"
"Amar_DN59805_c3_g5"	"Domain"
"Amar_DN59864_c0_g2"	"Domain"
"Amar_DN59913_c0_g2"	"Domain"
"Amar_DN59939_c2_g1"	"Domain"
"Amar_DN60003_c0_g2"	"Domain"
"Amar_DN60027_c5_g1"	"Domain"
"Amar_DN60027_c5_g2"	"Domain"
"Amar_DN60035_c1_g2"	"Domain"
"Amar_DN60039_c0_g1"	"Domain"
"Amar_DN60048_c0_g2"	"Domain"
"Amar_DN60054_c0_g2"	"Domain"
"Amar_DN60075_c0_g3"	"Domain"
"Amar_DN60121_c3_g3"	"Domain"
"Amar_DN60137_c3_g1"	"Domain"
"Amar_DN60155_c1_g1"	"Domain"
"Amar_DN60157_c5_g1"	"Domain"
"Amar_DN60175_c2_g2"	"Domain"
"Amar_DN60189_c2_g5"	"Domain"
"Amar_DN60210_c4_g6"	"Domain"
"Amar_DN60213_c0_g1"	"Domain"
"Amar_DN60214_c1_g1"	"Domain"
"Amar_DN60232_c0_g2"	"Domain"
"Amar_DN60364_c3_g2"	"Domain"
"Amar_DN60416_c1_g1"	"Domain"
"Amar_DN60439_c0_g2"	"Domain"
"Amar_DN60460_c0_g6"	"Domain"
"Amar_DN60570_c8_g1"	"Domain"
"Amar_DN60588_c1_g2"	"Domain"
"Amar_DN60599_c0_g1"	"Domain"
"Amar_DN60608_c0_g4"	"Domain"
"Amar_DN60647_c2_g1"	"Domain"
"Amar_DN60649_c0_g2"	"Domain"
"Amar_DN60694_c2_g1"	"Domain"
"Amar_DN60710_c0_g1"	"Domain"
"Amar_DN60717_c1_g1"	"Domain"
"Amar_DN60748_c0_g1"	"Domain"
"Amar_DN60758_c0_g2"	"Domain"
"Amar_DN60770_c1_g2"	"Domain"
"Amar_DN60868_c0_g5"	"Domain"
"Amar_DN60987_c1_g6"	"Domain"
"Amar_DN61030_c0_g1"	"Domain"
"Amar_DN61056_c0_g1"	"Domain"
"Amar_DN61090_c0_g1"	"Domain"
"Amar_DN61099_c0_g1"	"Domain"
"Amar_DN61104_c2_g1"	"Domain"
"Amar_DN61116_c1_g1"	"Domain"
"Amar_DN61137_c3_g3"	"Domain"
"Amar_DN61145_c0_g1"	"Domain"
"Amar_DN61151_c1_g3"	"Domain"
"Amar_DN61174_c0_g1"	"Domain"
"Amar_DN61188_c6_g4"	"Domain"
"Amar_DN61205_c1_g3"	"Domain"
"Amar_DN61226_c1_g7"	"Domain"
"Amar_DN61236_c1_g1"	"Domain"
"Amar_DN61259_c0_g1"	"Domain"
"Amar_DN61304_c8_g1"	"Domain"
"Amar_DN61313_c2_g1"	"Domain"
"Amar_DN61320_c2_g2"	"Domain"
"Amar_DN61322_c1_g1"	"Domain"
"Amar_DN61327_c0_g3"	"Domain"
"Amar_DN61331_c3_g18"	"Domain"
"Amar_DN61383_c0_g2"	"Domain"
"Amar_DN61467_c0_g5"	"Domain"
"Amar_DN61538_c1_g6"	"Domain"
"Amar_DN61542_c0_g2"	"Domain"
"Amar_DN61559_c1_g2"	"Domain"
"Amar_DN61590_c1_g1"	"Domain"
"Amar_DN61639_c2_g2"	"Domain"
"Amar_DN61665_c0_g1"	"Domain"
"Amar_DN61685_c0_g3"	"Domain"
"Amar_DN6169_c0_g1"	"Domain"
"Amar_DN61732_c5_g10"	"Domain"
"Amar_DN61770_c0_g2"	"Domain"
"Amar_DN61772_c0_g2"	"Domain"
"Amar_DN61773_c1_g1"	"Domain"
"Amar_DN61781_c1_g1"	"Domain"
"Amar_DN61798_c1_g5"	"Domain"
"Amar_DN61829_c1_g1"	"Domain"
"Amar_DN61865_c3_g1"	"Domain"
"Amar_DN61896_c1_g2"	"Domain"
"Amar_DN61922_c0_g1"	"Domain"
"Amar_DN61936_c4_g1"	"Domain"
"Amar_DN61950_c0_g1"	"Domain"
"Amar_DN61962_c3_g2"	"Domain"
"Amar_DN62053_c1_g1"	"Domain"
"Amar_DN62090_c0_g1"	"Domain"
"Amar_DN62105_c0_g1"	"Domain"
"Amar_DN62127_c2_g2"	"Domain"
"Amar_DN62143_c1_g1"	"Domain"
"Amar_DN62204_c0_g1"	"Domain"
"Amar_DN62207_c0_g3"	"Domain"
"Amar_DN62240_c4_g2"	"Domain"
"Amar_DN62252_c0_g4"	"Domain"
"Amar_DN62362_c5_g2"	"Domain"
"Amar_DN62372_c0_g1"	"Domain"
"Amar_DN62391_c3_g1"	"Domain"
"Amar_DN62406_c2_g2"	"Domain"
"Amar_DN62420_c0_g4"	"Domain"
"Amar_DN62423_c1_g4"	"Domain"
"Amar_DN62441_c1_g2"	"Domain"
"Amar_DN62447_c0_g2"	"Domain"
"Amar_DN62459_c1_g1"	"Domain"
"Amar_DN62529_c1_g8"	"Domain"
"Amar_DN62531_c1_g1"	"Domain"
"Amar_DN62582_c2_g8"	"Domain"
"Amar_DN62601_c1_g3"	"Domain"
"Amar_DN62629_c0_g1"	"Domain"
"Amar_DN62650_c2_g3"	"Domain"
"Amar_DN62662_c2_g2"	"Domain"
"Amar_DN62743_c1_g2"	"Domain"
"Amar_DN62745_c1_g2"	"Domain"
"Amar_DN62756_c1_g3"	"Domain"
"Amar_DN62771_c2_g4"	"Domain"
"Amar_DN62783_c2_g2"	"Domain"
"Amar_DN62793_c1_g1"	"Domain"
"Amar_DN62804_c0_g1"	"Domain"
"Amar_DN62808_c2_g1"	"Domain"
"Amar_DN62885_c1_g2"	"Domain"
"Amar_DN62885_c1_g4"	"Domain"
"Amar_DN62887_c3_g12"	"Domain"
"Amar_DN62906_c1_g1"	"Domain"
"Amar_DN63024_c0_g1"	"Domain"
"Amar_DN63082_c3_g10"	"Domain"
"Amar_DN63097_c1_g1"	"Domain"
"Amar_DN63106_c0_g1"	"Domain"
"Amar_DN63106_c0_g2"	"Domain"
"Amar_DN63190_c2_g14"	"Domain"
"Amar_DN63211_c2_g5"	"Domain"
"Amar_DN63223_c3_g5"	"Domain"
"Amar_DN63283_c3_g4"	"Domain"
"Amar_DN63296_c2_g4"	"Domain"
"Amar_DN63345_c0_g1"	"Domain"
"Amar_DN63396_c4_g2"	"Domain"
"Amar_DN63396_c4_g3"	"Domain"
"Amar_DN63428_c0_g2"	"Domain"
"Amar_DN63503_c14_g2"	"Domain"
"Amar_DN63507_c4_g9"	"Domain"
"Amar_DN63539_c2_g2"	"Domain"
"Amar_DN63569_c9_g9"	"Domain"
"Amar_DN63571_c4_g8"	"Domain"
"Amar_DN63589_c2_g2"	"Domain"
"Amar_DN646_c0_g1"	"Domain"
"Amar_DN78747_c0_g1"	"Domain"
"Amar_DN79509_c0_g1"	"Domain"
"Amar_DN81468_c0_g1"	"Domain"
"Amar_DN8204_c0_g2"	"Domain"
"Amar_DN89269_c0_g1"	"Domain"
"Amar_DN93337_c0_g1"	"Domain"
"Amar_DN9805_c0_g1"	"Domain"
"Amar_DN98_c0_g1"	"Domain"
