geneID	cluster	domain	pfam
Pdum_DN10730_c0_g1	1	NBCH_WD40	PF20426
Pdum_DN10730_c0_g1	1	Beta-prop_NOL10_N	PF23098
Pdum_DN10730_c0_g1	1	WDR90_beta-prop_4th	PF23342
Pdum_DN10730_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pdum_DN10730_c0_g1	1	Beta-prop_IFT140_1st	PF23383
Pdum_DN10730_c0_g1	1	Beta-prop_WDR90_POC16_2nd	PF23393
Pdum_DN10730_c0_g1	1	Beta-prop_EML	PF23409
Pdum_DN10730_c0_g1	1	Beta-prop_Vps41	PF23411
Pdum_DN10730_c0_g1	1	Beta-prop_EML_2	PF23414
Pdum_DN10730_c0_g1	1	Beta-prop_NWD2_C	PF23586
Pdum_DN10730_c0_g1	1	Beta-prop_EIPR1	PF23609
Pdum_DN10730_c0_g1	1	Beta-prop_IP5PC_F	PF23754
Pdum_DN10730_c0_g1	1	Beta-prop_HPS5	PF23756
Pdum_DN10730_c0_g1	1	Beta-prop_DCAF12	PF23760
Pdum_DN10730_c0_g1	1	Beta-prop_RIG_2nd	PF23775
Pdum_DN10730_c0_g1	1	Beta-prop_SPT8	PF23798
Pdum_DN10730_c0_g1	1	Beta-prop_WDR75_1st	PF23869
Pdum_DN10730_c0_g1	1	Beta-prop_CAF1B_HIR1	PF24105
Pdum_DN10730_c0_g1	1	WD40_MABP1-WDR62_1st	PF24780
Pdum_DN10730_c0_g1	1	WD40_MABP1-WDR62_2nd	PF24782
Pdum_DN10730_c0_g1	1	EIF3I	PF24805
Pdum_DN10730_c0_g1	1	WD40_CDC20-Fz	PF24807
Pdum_DN10730_c0_g1	1	WD40_Prp19	PF24814
Pdum_DN10730_c0_g1	1	WD40_WDHD1_1st	PF24817
Pdum_DN10730_c0_g1	1	Beta-prop_TEP1_2nd	PF25047
Pdum_DN10730_c0_g1	1	Beta-prop_TEP1_C	PF25048
Pdum_DN10730_c0_g1	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pdum_DN10730_c0_g1	1	Beta-prop_WDR3_2nd	PF25172
Pdum_DN10730_c0_g1	1	Beta-prop_WDR3_1st	PF25173
Pdum_DN10730_c0_g1	1	Beta-prop_THOC3	PF25174
Pdum_DN10730_c0_g1	1	Beta-prop_WDR5	PF25175
Pdum_DN10730_c0_g1	1	Beta-prop_WDR41	PF25178
Pdum_DN10730_c0_g1	1	WD40_Gbeta	PF25391
Pdum_DN10730_c0_g1	1	Beta-prop_Aladin	PF25460
Pdum_DN10761_c1_g1	1	GDNF	PF02351
Pdum_DN10761_c1_g1	1	EGF1_RECK	PF25027
Pdum_DN10761_c1_g1	1	DUF7921	PF25537
Pdum_DN10761_c1_g1	1	Fn1_3	PF25868
Pdum_DN10772_c0_g1	1	zf-C2H2	PF00096
Pdum_DN10772_c0_g1	1	zf-BED	PF02892
Pdum_DN10772_c0_g1	1	zf-C2H2_jaz	PF12171
Pdum_DN10772_c0_g1	1	zf-met	PF12874
Pdum_DN10772_c0_g1	1	zf-H2C2_2	PF13465
Pdum_DN10772_c0_g1	1	zf-C2H2_4	PF13894
Pdum_DN10772_c0_g1	1	zf-H2C2_5	PF13909
Pdum_DN10772_c0_g1	1	zf-C2H2_6	PF13912
Pdum_DN10772_c0_g1	1	zf-C2H2_8	PF15909
Pdum_DN10772_c0_g1	1	Actin_micro	PF17003
Pdum_DN10772_c0_g1	1	ADNP_N	PF19627
Pdum_DN10772_c0_g1	1	TFIIIA_zf-C2H2	PF22110
Pdum_DN10772_c0_g1	1	zf-C2H2_ZNF462	PF23223
Pdum_DN10772_c0_g1	1	zf-C2H2_2nd_ZNF462	PF23224
Pdum_DN10772_c0_g1	1	zf-C2H2_7th_ZNF462	PF23225
Pdum_DN10772_c0_g1	1	zf-C2H2_16	PF23611
Pdum_DN10772_c0_g1	1	zf-C2H2_REST	PF24540
Pdum_DN109_c0_g1	1	LRR_1	PF00560
Pdum_DN109_c0_g1	1	zf-UBR	PF02207
Pdum_DN109_c0_g1	1	CD34_antigen	PF06365
Pdum_DN109_c0_g1	1	Redoxin	PF08534
Pdum_DN109_c0_g1	1	GCD14	PF08704
Pdum_DN109_c0_g1	1	LRR_4	PF12799
Pdum_DN109_c0_g1	1	LRR_5	PF13306
Pdum_DN109_c0_g1	1	LRR_6	PF13516
Pdum_DN109_c0_g1	1	LRR_8	PF13855
Pdum_DN109_c0_g1	1	LRR_9	PF14580
Pdum_DN109_c0_g1	1	LRR_14	PF23598
Pdum_DN109_c0_g1	1	LRR_EndoS	PF23952
Pdum_DN109_c0_g1	1	LRR_At5g56370	PF24758
Pdum_DN1102_c0_g1	1	EGF	PF00008
Pdum_DN1102_c0_g1	1	Peptidase_M10	PF00413
Pdum_DN1102_c0_g1	1	hEGF	PF12661
Pdum_DN1102_c0_g1	1	Reprolysin_2	PF13574
Pdum_DN1102_c0_g1	1	Reprolysin_5	PF13688
Pdum_DN1102_c0_g1	1	GPR128_N	PF22257
Pdum_DN1102_c0_g1	1	EGF_Teneurin	PF23106
Pdum_DN11266_c1_g2	1	zf-C2H2	PF00096
Pdum_DN11266_c1_g2	1	Bundlin	PF05307
Pdum_DN11266_c1_g2	1	zf-Di19	PF05605
Pdum_DN11266_c1_g2	1	YqhG	PF11079
Pdum_DN11266_c1_g2	1	zf-C2H2_jaz	PF12171
Pdum_DN11266_c1_g2	1	zf-met	PF12874
Pdum_DN11266_c1_g2	1	zf-H2C2_2	PF13465
Pdum_DN11266_c1_g2	1	zf-C2H2_4	PF13894
Pdum_DN11266_c1_g2	1	zf-C2H2_6	PF13912
Pdum_DN11266_c1_g2	1	zf-MYST	PF17772
Pdum_DN11266_c1_g2	1	zf-C2H2_3rep	PF18868
Pdum_DN11266_c1_g2	1	Zap1_zf1	PF21816
Pdum_DN11266_c1_g2	1	B129_C2H2-zf	PF22034
Pdum_DN11266_c1_g2	1	C2CH-3rd_BIRD-IDD	PF22995
Pdum_DN11266_c1_g2	1	Zf-C2H2_ZNF451_2nd	PF23102
Pdum_DN11266_c1_g2	1	Zf-C2H2_ZNF451_C	PF23107
Pdum_DN11266_c1_g2	1	zf-C2H2_15	PF23561
Pdum_DN11266_c1_g2	1	DUF7565	PF24446
Pdum_DN11266_c1_g2	1	C2H2_ASCIZ	PF24757
Pdum_DN11266_c1_g2	1	zf_C2H2_ZNF292	PF26218
Pdum_DN11266_c1_g2	1	Zn_ribbon_GTF2H2	PF27618
Pdum_DN1129_c0_g1	1	ig	PF00047
Pdum_DN1129_c0_g1	1	Adeno_E3_CR1	PF02440
Pdum_DN1129_c0_g1	1	I-set	PF07679
Pdum_DN1129_c0_g1	1	V-set	PF07686
Pdum_DN1129_c0_g1	1	V-set_CD47	PF08204
Pdum_DN1129_c0_g1	1	C2-set_2	PF08205
Pdum_DN1129_c0_g1	1	Ig_2	PF13895
Pdum_DN1129_c0_g1	1	Ig_3	PF13927
Pdum_DN1129_c0_g1	1	Ig_4	PF16680
Pdum_DN1129_c0_g1	1	Ig_5	PF16681
Pdum_DN1129_c0_g1	1	Ig_6	PF18452
Pdum_DN1129_c0_g1	1	PilZN1	PF18672
Pdum_DN1129_c0_g1	1	BARF1_ig2	PF22305
Pdum_DN1129_c0_g1	1	VEGFR1-3_N_Ig-like	PF22854
Pdum_DN1129_c0_g1	1	Ig_VEGFR-1-like_5th	PF22971
Pdum_DN1129_c0_g1	1	Ig_CD22	PF24518
Pdum_DN1129_c0_g1	1	Ig_PDGFR_d4	PF25305
Pdum_DN1129_c0_g1	1	Zwei_Ig_N	PF26428
Pdum_DN1129_c0_g1	1	Slr1353_N	PF27148
Pdum_DN1129_c0_g1	1	Ig_VSIG10L2_N	PF28299
Pdum_DN1147_c0_g1	1	zf-C3H1	PF10650
Pdum_DN1147_c0_g1	1	ADIP	PF11559
Pdum_DN1147_c0_g1	1	TPR_14	PF13428
Pdum_DN1147_c0_g1	1	HAT_Syf1_CNRKL1_N	PF23233
Pdum_DN1147_c0_g1	1	HAT_PRP39_N	PF23240
Pdum_DN11487_c0_g1	1	zf-C2H2	PF00096
Pdum_DN11487_c0_g1	1	zf-BED	PF02892
Pdum_DN11487_c0_g1	1	zf-Di19	PF05605
Pdum_DN11487_c0_g1	1	zf-FCS	PF06467
Pdum_DN11487_c0_g1	1	Zn_ribbon_8	PF09723
Pdum_DN11487_c0_g1	1	zf-C2H2_jaz	PF12171
Pdum_DN11487_c0_g1	1	zf-C2H2_2	PF12756
Pdum_DN11487_c0_g1	1	zf-met	PF12874
Pdum_DN11487_c0_g1	1	zf-H2C2_2	PF13465
Pdum_DN11487_c0_g1	1	zf-C2H2_4	PF13894
Pdum_DN11487_c0_g1	1	zf-C2H2_6	PF13912
Pdum_DN11487_c0_g1	1	zf-C2HC_2	PF13913
Pdum_DN11487_c0_g1	1	zf-C2H2_8	PF15909
Pdum_DN11487_c0_g1	1	zf-C2HE	PF16278
Pdum_DN11487_c0_g1	1	ATP-synt_Z	PF16594
Pdum_DN11487_c0_g1	1	zf-C2H2_11	PF16622
Pdum_DN11487_c0_g1	1	Zn_ribbon_SprT	PF17283
Pdum_DN11487_c0_g1	1	zf-C2H2_3rep	PF18868
Pdum_DN11487_c0_g1	1	Zap1_zf1	PF21816
Pdum_DN11487_c0_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Pdum_DN11487_c0_g1	1	zf-C2H2_ZNF462_1st	PF23077
Pdum_DN11487_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pdum_DN11487_c0_g1	1	Zf-C2H2_ZNF451	PF23108
Pdum_DN11487_c0_g1	1	DUF7066	PF23217
Pdum_DN11487_c0_g1	1	Zn_ribbon_TiaS	PF23783
Pdum_DN11487_c0_g1	1	DUF7445	PF24232
Pdum_DN11487_c0_g1	1	DUF7828	PF25165
Pdum_DN11487_c0_g1	1	HVO_2718_N	PF26602
Pdum_DN11487_c0_g1	1	ZNF428	PF27966
Pdum_DN1148_c0_g1	1	7tm_1	PF00001
Pdum_DN1148_c0_g1	1	Ndh2_N	PF19530
Pdum_DN11492_c0_g1	1	EGF	PF00008
Pdum_DN11492_c0_g1	1	VWA	PF00092
Pdum_DN11492_c0_g1	1	hEGF	PF12661
Pdum_DN11492_c0_g1	1	Cadherin_C_2	PF16492
Pdum_DN11495_c0_g1	1	7tm_1	PF00001
Pdum_DN11550_c0_g1	1	LRR_1	PF00560
Pdum_DN11550_c0_g1	1	LRR_4	PF12799
Pdum_DN11550_c0_g1	1	LRR_6	PF13516
Pdum_DN11550_c0_g1	1	LRR_8	PF13855
Pdum_DN11550_c0_g1	1	LRR_9	PF14580
Pdum_DN11550_c0_g1	1	LRR_14	PF23598
Pdum_DN11550_c0_g1	1	LRR_EndoS	PF23952
Pdum_DN11550_c0_g1	1	LRR_NXF1-5	PF24048
Pdum_DN11550_c0_g1	1	LRR_Zer-1	PF25013
Pdum_DN120285_c0_g1	1	PHD	PF00628
Pdum_DN120285_c0_g1	1	UPF0300	PF08594
Pdum_DN120285_c0_g1	1	PHD_Pygo	PF27108
Pdum_DN122568_c0_g1	1	Dimer_Tnp_hAT	PF05699
Pdum_DN122568_c0_g1	1	OrsD	PF12013
Pdum_DN122568_c0_g1	1	zf-C2H2_2	PF12756
Pdum_DN122568_c0_g1	1	HTH_47	PF16221
Pdum_DN122568_c0_g1	1	FtsX_ECD	PF18075
Pdum_DN122568_c0_g1	1	zf-C17orf113	PF25431
Pdum_DN12325_c0_g1	1	bZIP_1	PF00170
Pdum_DN12325_c0_g1	1	TSC22	PF01166
Pdum_DN12325_c0_g1	1	Prefoldin_2	PF01920
Pdum_DN12325_c0_g1	1	LPP	PF04728
Pdum_DN12325_c0_g1	1	DivIC	PF04977
Pdum_DN12325_c0_g1	1	FlaC_arch	PF05377
Pdum_DN12325_c0_g1	1	Prominin	PF05478
Pdum_DN12325_c0_g1	1	NPV_P10	PF05531
Pdum_DN12325_c0_g1	1	Allexi_40kDa	PF05549
Pdum_DN12325_c0_g1	1	CENP-H	PF05837
Pdum_DN12325_c0_g1	1	ZapB	PF06005
Pdum_DN12325_c0_g1	1	YabA	PF06156
Pdum_DN12325_c0_g1	1	COG6_N	PF06419
Pdum_DN12325_c0_g1	1	Phage_scaffold	PF06810
Pdum_DN12325_c0_g1	1	Occludin_ELL	PF07303
Pdum_DN12325_c0_g1	1	Shugoshin_N	PF07558
Pdum_DN12325_c0_g1	1	DUF1664	PF07889
Pdum_DN12325_c0_g1	1	ATG16	PF08614
Pdum_DN12325_c0_g1	1	DASH_Dad4	PF08650
Pdum_DN12325_c0_g1	1	Sec3_CC	PF09763
Pdum_DN12325_c0_g1	1	BLOC1_2	PF10046
Pdum_DN12325_c0_g1	1	DUF3450	PF11932
Pdum_DN12325_c0_g1	1	Baculo_F	PF12259
Pdum_DN12325_c0_g1	1	TMF_TATA_bd	PF12325
Pdum_DN12325_c0_g1	1	FlxA	PF14282
Pdum_DN12325_c0_g1	1	Syntaxin_2	PF14523
Pdum_DN12325_c0_g1	1	Snapin_Pallidin	PF14712
Pdum_DN12325_c0_g1	1	CCDC-167	PF15188
Pdum_DN12325_c0_g1	1	Wtap	PF17098
Pdum_DN12325_c0_g1	1	APG6_N	PF17675
Pdum_DN12325_c0_g1	1	POU2F1_C	PF19536
Pdum_DN12325_c0_g1	1	bHLH_IRO3	PF23177
Pdum_DN12325_c0_g1	1	SHCBP_N	PF23762
Pdum_DN12325_c0_g1	1	NPHP3_N	PF24883
Pdum_DN12325_c0_g1	1	TBCA_PH	PF25541
Pdum_DN12325_c0_g1	1	HH_YknX	PF25982
Pdum_DN12325_c0_g1	1	Map3k7cl	PF27575
Pdum_DN12325_c0_g1	1	CEP162_helical_3	PF27821
Pdum_DN12325_c0_g1	1	T4SS_LegC2C7	PF28175
Pdum_DN12325_c0_g1	1	NNF2_middle	PF28337
Pdum_DN124352_c0_g2	1	PAN_1	PF00024
Pdum_DN124352_c0_g2	1	NigD_N	PF12667
Pdum_DN124352_c0_g2	1	LRR_4	PF12799
Pdum_DN124352_c0_g2	1	LRR_6	PF13516
Pdum_DN124352_c0_g2	1	LRR_8	PF13855
Pdum_DN12454_c1_g1	1	7tm_1	PF00001
Pdum_DN12454_c1_g1	1	DUF1218	PF06749
Pdum_DN12454_c1_g1	1	PLDc_N	PF13396
Pdum_DN12454_c1_g1	1	PGG	PF13962
Pdum_DN12454_c1_g1	1	DUF6526	PF20136
Pdum_DN12597_c0_g1	1	zf-C2H2	PF00096
Pdum_DN12597_c0_g1	1	RMF	PF04957
Pdum_DN12597_c0_g1	1	zf_C2H2_ZNF292	PF26218
Pdum_DN12714_c0_g1	1	LRR_1	PF00560
Pdum_DN12714_c0_g1	1	LRR_4	PF12799
Pdum_DN12714_c0_g1	1	LRR_8	PF13855
Pdum_DN12714_c0_g1	1	LRR_9	PF14580
Pdum_DN12714_c0_g1	1	LRR_EndoS	PF23952
Pdum_DN1281_c0_g1	1	Lipase_GDSL	PF00657
Pdum_DN1281_c0_g1	1	TPR_MLP1_2	PF07926
Pdum_DN1281_c0_g1	1	Lipase_GDSL_2	PF13472
Pdum_DN1281_c0_g1	1	zf-CCCH_3	PF15663
Pdum_DN1281_c0_g1	1	Torus	PF16131
Pdum_DN1281_c0_g1	1	zf-CCCH_RBM22	PF25584
Pdum_DN13194_c0_g1	1	EGF_FBN_1st	PF21364
Pdum_DN13226_c0_g1	1	AdoHcyase_NAD	PF00670
Pdum_DN13226_c0_g1	1	Macro	PF01661
Pdum_DN13226_c0_g1	1	Eno-Rase_FAD_bd	PF07055
Pdum_DN13226_c0_g1	1	Stirrup	PF09061
Pdum_DN13226_c0_g1	1	DUF1940	PF09155
Pdum_DN13226_c0_g1	1	Ribos_L4_asso_C	PF14374
Pdum_DN13226_c0_g1	1	DMSP_lyase	PF16867
Pdum_DN13226_c0_g1	1	PAZ_3	PF18309
Pdum_DN13226_c0_g1	1	KH_GLD-3_2nd	PF21482
Pdum_DN13226_c0_g1	1	DUF6854	PF21614
Pdum_DN13226_c0_g1	1	Death_3	PF21733
Pdum_DN13226_c0_g1	1	IBH1_N	PF26576
Pdum_DN13619_c0_g1	1	zf-C2H2	PF00096
Pdum_DN13619_c0_g1	1	XPA_N	PF01286
Pdum_DN13619_c0_g1	1	C1_4	PF07975
Pdum_DN13619_c0_g1	1	Zn_ribbon_8	PF09723
Pdum_DN13619_c0_g1	1	zf-C2H2_jaz	PF12171
Pdum_DN13619_c0_g1	1	zf-met	PF12874
Pdum_DN13619_c0_g1	1	zf-H2C2_2	PF13465
Pdum_DN13619_c0_g1	1	zf-C2H2_4	PF13894
Pdum_DN13619_c0_g1	1	zf-C2H2_6	PF13912
Pdum_DN13619_c0_g1	1	zf-C2HC_2	PF13913
Pdum_DN13619_c0_g1	1	CpXC	PF14353
Pdum_DN13619_c0_g1	1	zf-C2HE	PF16278
Pdum_DN13619_c0_g1	1	zf-C2H2_11	PF16622
Pdum_DN13619_c0_g1	1	zf_UBZ	PF18439
Pdum_DN13619_c0_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Pdum_DN13619_c0_g1	1	zf_PCFS4	PF23228
Pdum_DN13619_c0_g1	1	DUF7128	PF23447
Pdum_DN13619_c0_g1	1	zf-C2H2_16	PF23611
Pdum_DN13619_c0_g1	1	DUF7479	PF24292
Pdum_DN13619_c0_g1	1	zf-C2H2_DHX34	PF24485
Pdum_DN13688_c0_g2	1	zf-CCHC	PF00098
Pdum_DN13688_c0_g2	1	Exo_endo_phos	PF03372
Pdum_DN13688_c0_g2	1	zf-CCHC_4	PF14392
Pdum_DN13688_c0_g2	1	EhRGS-RhoGEF_PH-like	PF22418
Pdum_DN13688_c0_g2	1	DUF8363	PF27939
Pdum_DN13871_c0_g1	1	zf-CCHC	PF00098
Pdum_DN13871_c0_g1	1	Collagen	PF01391
Pdum_DN13871_c0_g1	1	TPR_TRIP12_N	PF25579
Pdum_DN138_c0_g1	1	PMSR	PF01625
Pdum_DN138_c0_g1	1	DUF4455	PF14643
Pdum_DN138_c0_g1	1	MsrA_helical	PF20939
Pdum_DN138_c0_g1	1	GEMI5_RBS	PF23777
Pdum_DN14045_c0_g2	1	WHD_MCM3	PF22207
Pdum_DN14045_c0_g2	1	NCAPD3_N	PF26777
Pdum_DN141_c0_g1	1	bZIP_1	PF00170
Pdum_DN141_c0_g1	1	V_ATPase_I	PF01496
Pdum_DN141_c0_g1	1	CorA	PF01544
Pdum_DN141_c0_g1	1	HALZ	PF02183
Pdum_DN141_c0_g1	1	Sas10_Utp3	PF04000
Pdum_DN141_c0_g1	1	DivIC	PF04977
Pdum_DN141_c0_g1	1	FlaC_arch	PF05377
Pdum_DN141_c0_g1	1	FliT	PF05400
Pdum_DN141_c0_g1	1	CENP-H	PF05837
Pdum_DN141_c0_g1	1	YabA	PF06156
Pdum_DN141_c0_g1	1	DASH_Dad4	PF08650
Pdum_DN141_c0_g1	1	Trimer_CC	PF08954
Pdum_DN141_c0_g1	1	Taxilin	PF09728
Pdum_DN141_c0_g1	1	PRKG1_interact	PF15898
Pdum_DN141_c0_g1	1	RIMB1_N	PF25566
Pdum_DN141_c0_g1	1	T4SS_LegC2C7	PF28175
Pdum_DN14210_c0_g3	1	LRR_1	PF00560
Pdum_DN14210_c0_g3	1	LRR_4	PF12799
Pdum_DN14210_c0_g3	1	LRR_6	PF13516
Pdum_DN14210_c0_g3	1	LRR_8	PF13855
Pdum_DN14210_c0_g3	1	LRR_LRWD1	PF23211
Pdum_DN14210_c0_g3	1	LRR_14	PF23598
Pdum_DN14210_c0_g3	1	LRR_NXF1-5	PF24048
Pdum_DN14287_c0_g1	1	Collagen	PF01391
Pdum_DN14287_c0_g1	1	Adeno_E3_CR2	PF02439
Pdum_DN14287_c0_g1	1	Neur_chan_memb	PF02932
Pdum_DN14287_c0_g1	1	TRP	PF06011
Pdum_DN14287_c0_g1	1	CD34_antigen	PF06365
Pdum_DN14287_c0_g1	1	EphA2_TM	PF14575
Pdum_DN14287_c0_g1	1	MLANA	PF14991
Pdum_DN14287_c0_g1	1	TMEM154	PF15102
Pdum_DN14287_c0_g1	1	SIT	PF15330
Pdum_DN14287_c0_g1	1	PAG	PF15347
Pdum_DN14287_c0_g1	1	TMIE	PF16038
Pdum_DN14287_c0_g1	1	Cadherin_C_2	PF16492
Pdum_DN14287_c0_g1	1	GDU_TM	PF27655
Pdum_DN143890_c0_g1	1	zf-C2H2	PF00096
Pdum_DN143890_c0_g1	1	zf-BED	PF02892
Pdum_DN143890_c0_g1	1	DUF629	PF04780
Pdum_DN143890_c0_g1	1	zf-Sec23_Sec24	PF04810
Pdum_DN143890_c0_g1	1	Zn_ribbon_Elf1	PF05129
Pdum_DN143890_c0_g1	1	zf-Di19	PF05605
Pdum_DN143890_c0_g1	1	HVO_2753_ZBP	PF07754
Pdum_DN143890_c0_g1	1	Zn_ribbon_8	PF09723
Pdum_DN143890_c0_g1	1	zf-C2H2_jaz	PF12171
Pdum_DN143890_c0_g1	1	Zn_ribbon_IS1595	PF12760
Pdum_DN143890_c0_g1	1	zf-met	PF12874
Pdum_DN143890_c0_g1	1	zf-H2C2_2	PF13465
Pdum_DN143890_c0_g1	1	zf-Mss51	PF13824
Pdum_DN143890_c0_g1	1	zf-C2H2_4	PF13894
Pdum_DN143890_c0_g1	1	zf-H2C2_5	PF13909
Pdum_DN143890_c0_g1	1	zf-C2H2_6	PF13912
Pdum_DN143890_c0_g1	1	HmuY	PF14064
Pdum_DN143890_c0_g1	1	RhoGEF67_u2	PF16614
Pdum_DN143890_c0_g1	1	zf_UBZ	PF18439
Pdum_DN143890_c0_g1	1	CEP104_ZnF	PF21039
Pdum_DN143890_c0_g1	1	C2CH-3rd_BIRD-IDD	PF22995
Pdum_DN143890_c0_g1	1	zf-C2H2_ZNF462_1st	PF23077
Pdum_DN143890_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pdum_DN143890_c0_g1	1	Zf-C2H2_ZNF451	PF23108
Pdum_DN143890_c0_g1	1	Zn_SUZ12	PF23320
Pdum_DN143890_c0_g1	1	zf-C2H2_ZN142	PF23612
Pdum_DN143890_c0_g1	1	DUF7838	PF25208
Pdum_DN143890_c0_g1	1	Zn_ribbon_CLPX_N	PF26040
Pdum_DN143890_c0_g1	1	zf-C2H2_AcuF	PF26082
Pdum_DN143890_c0_g1	1	Znf_C2H2_Trps1_1st	PF27058
Pdum_DN14622_c0_g1	1	DUF484	PF04340
Pdum_DN14622_c0_g1	1	Rad50_zn_hook	PF04423
Pdum_DN14622_c0_g1	1	DUF4407	PF14362
Pdum_DN14622_c0_g1	1	UBZ_FAAP20	PF15750
Pdum_DN14622_c0_g1	1	Zn-C2H2_12	PF18112
Pdum_DN14622_c0_g1	1	DUF7385	PF24110
Pdum_DN14622_c0_g1	1	DUF8145	PF26470
Pdum_DN14622_c0_g1	1	zf-C2H2_Adnp2	PF26748
Pdum_DN14795_c0_g1	1	TPR_1	PF00515
Pdum_DN14795_c0_g1	1	SET	PF00856
Pdum_DN14795_c0_g1	1	zf-MYND	PF01753
Pdum_DN14795_c0_g1	1	TPR_2	PF07719
Pdum_DN14795_c0_g1	1	TPR_12	PF13424
Pdum_DN14795_c0_g1	1	zf-Mss51	PF13824
Pdum_DN14795_c0_g1	1	ABC_AB	PF21707
Pdum_DN14795_c0_g1	1	MYND_ZMYND11_ZMYD8	PF24324
