geneID	cluster	domain	pfam
Pdum_DN10310_c0_g1	1	LRR_2	PF07723
Pdum_DN10310_c0_g1	1	LRR_4	PF12799
Pdum_DN10310_c0_g1	1	LRR_6	PF13516
Pdum_DN10310_c0_g1	1	LRR_8	PF13855
Pdum_DN10310_c0_g1	1	DUF6546	PF20183
Pdum_DN10310_c0_g1	1	LRR_At1g61320_AtMIF1	PF23622
Pdum_DN10310_c0_g1	1	LRR_At5g56370	PF24758
Pdum_DN10310_c0_g1	1	LRR_FBXL15	PF25372
Pdum_DN10310_c0_g1	1	LRR_TMOD-LMOD	PF27087
Pdum_DN10310_c0_g1	1	NNF2_middle	PF28337
Pdum_DN10313_c0_g1	1	AAA	PF00004
Pdum_DN10313_c0_g1	1	Sigma54_activat	PF00158
Pdum_DN10313_c0_g1	1	Mg_chelatase	PF01078
Pdum_DN10313_c0_g1	1	FtsK_SpoIIIE	PF01580
Pdum_DN10313_c0_g1	1	Dynein_heavy	PF03028
Pdum_DN10313_c0_g1	1	Rad9	PF04139
Pdum_DN10313_c0_g1	1	DUF815	PF05673
Pdum_DN10313_c0_g1	1	HerA_C	PF05872
Pdum_DN10313_c0_g1	1	AAA_5	PF07728
Pdum_DN10313_c0_g1	1	AAA_7	PF12775
Pdum_DN10313_c0_g1	1	AAA_9	PF12781
Pdum_DN10313_c0_g1	1	AAA_16	PF13191
Pdum_DN10313_c0_g1	1	AAA_18	PF13238
Pdum_DN10313_c0_g1	1	AAA_19	PF13245
Pdum_DN10313_c0_g1	1	AAA_lid_1	PF17857
Pdum_DN10313_c0_g1	1	AAA_lid_11	PF18198
Pdum_DN10313_c0_g1	1	Dynein_C	PF18199
Pdum_DN10313_c0_g1	1	MIX	PF18529
Pdum_DN10313_c0_g1	1	CCDC39	PF24161
Pdum_DN10317_c0_g1	1	Neur_chan_LBD	PF02931
Pdum_DN10317_c0_g1	1	Neur_chan_memb	PF02932
Pdum_DN10317_c0_g1	1	CytochromB561_N	PF09786
Pdum_DN10317_c0_g1	1	DUF2561	PF10812
Pdum_DN10317_c0_g1	1	Saf_2TM	PF18303
Pdum_DN103185_c1_g1	1	NHL	PF01436
Pdum_DN103185_c1_g1	1	Med29	PF11568
Pdum_DN103185_c1_g1	1	Med26_C	PF15693
Pdum_DN103185_c1_g1	1	Arm_3	PF16186
Pdum_DN103185_c1_g1	1	Beta-prop_IFT122_1st	PF23381
Pdum_DN103185_c1_g1	1	ANC1_spectrin	PF24531
Pdum_DN103185_c1_g1	1	Vgb_lyase	PF24684
Pdum_DN103185_c1_g1	1	WD40_Gbeta	PF25391
Pdum_DN1034_c0_g1	1	ABC2_membrane_3	PF12698
Pdum_DN1034_c0_g1	1	AAA_15	PF13175
Pdum_DN1034_c0_g1	1	AAA_21	PF13304
Pdum_DN1034_c0_g1	1	AAA_23	PF13476
Pdum_DN1034_c0_g1	1	R1_ABCA1	PF23321
Pdum_DN1034_c0_g1	1	ACT_13	PF26955
Pdum_DN10353_c1_g1	1	HLH	PF00010
Pdum_DN10353_c1_g1	1	Hairy_orange	PF07527
Pdum_DN10353_c1_g1	1	bHLH_IRO3	PF23177
Pdum_DN1039_c0_g1	1	ADNP_N	PF19627
Pdum_DN1039_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pdum_DN10414_c0_g1	1	Sushi	PF00084
Pdum_DN10414_c0_g1	1	HOK_GEF	PF01848
Pdum_DN10414_c0_g1	1	cEGF	PF12662
Pdum_DN10414_c0_g1	1	C3orf18_N	PF27898
Pdum_DN10431_c1_g2	1	DUF3987	PF13148
Pdum_DN1048_c0_g1	1	CD225	PF04505
Pdum_DN10512_c0_g1	1	Nucleotid_trans	PF03407
Pdum_DN10512_c0_g1	1	O-FucT	PF10250
Pdum_DN10567_c0_g1	1	Exo_endo_phos	PF03372
Pdum_DN10567_c0_g1	1	XRN_M	PF17846
Pdum_DN1056_c0_g1	1	Lectin_C	PF00059
Pdum_DN1056_c0_g1	1	Xlink	PF00193
Pdum_DN1056_c0_g1	1	Reprolysin	PF01421
Pdum_DN1056_c0_g1	1	Reprolysin_2	PF13574
Pdum_DN1056_c0_g1	1	Reprolysin_3	PF13582
Pdum_DN1056_c0_g1	1	Reprolysin_4	PF13583
Pdum_DN1056_c0_g1	1	Adt-1	PF25379
Pdum_DN1058_c1_g1	1	Filamin	PF00630
Pdum_DN1058_c1_g1	1	Y_Y_Y	PF07495
Pdum_DN1058_c1_g1	1	A2M_BRD	PF07703
Pdum_DN1058_c1_g1	1	DUF3244	PF11589
Pdum_DN1058_c1_g1	1	YtkA	PF13115
Pdum_DN1058_c1_g1	1	DUF5060	PF16586
Pdum_DN1058_c1_g1	1	Big_3_5	PF16640
Pdum_DN1058_c1_g1	1	Big_12	PF19078
Pdum_DN1058_c1_g1	1	DUF5980	PF19410
Pdum_DN1058_c1_g1	1	GBD_Hemicentin	PF23560
Pdum_DN1058_c1_g1	1	Ig_GEX2_N	PF23616
Pdum_DN1058_c1_g1	1	GBD_IRG7_N	PF23623
Pdum_DN1058_c1_g1	1	Ig_CYK3_C	PF24584
Pdum_DN10622_c0_g1	1	2TM	PF13239
Pdum_DN10670_c0_g1	1	LRR_1	PF00560
Pdum_DN10670_c0_g1	1	LRR_4	PF12799
Pdum_DN10670_c0_g1	1	LRR_5	PF13306
Pdum_DN10670_c0_g1	1	LRR_6	PF13516
Pdum_DN10670_c0_g1	1	LRR_8	PF13855
Pdum_DN10670_c0_g1	1	LRR_9	PF14580
Pdum_DN10670_c0_g1	1	LRR_EndoS	PF23952
Pdum_DN10670_c0_g1	1	LRR_NXF1-5	PF24048
Pdum_DN106_c2_g1	1	Galactosyl_T	PF01762
Pdum_DN106_c2_g1	1	EndoS_Ig-like	PF20746
Pdum_DN10709_c0_g1	1	zf-C2H2	PF00096
Pdum_DN10709_c0_g1	1	T2SSN	PF01203
Pdum_DN10709_c0_g1	1	zf-BED	PF02892
Pdum_DN10709_c0_g1	1	zf-C2H2_2	PF12756
Pdum_DN10709_c0_g1	1	zf-met	PF12874
Pdum_DN10709_c0_g1	1	zf-C2H2_4	PF13894
Pdum_DN10709_c0_g1	1	Rua1_C	PF14616
Pdum_DN10709_c0_g1	1	zf-RING_11	PF17123
Pdum_DN10709_c0_g1	1	Zf-C2H2_ZNF451_C	PF23107
Pdum_DN10709_c0_g1	1	MP81	PF27771
Pdum_DN10727_c0_g1	1	Ank	PF00023
Pdum_DN10727_c0_g1	1	Ank_3	PF13606
Pdum_DN10727_c0_g1	1	Ank_4	PF13637
Pdum_DN10727_c0_g1	1	Ank_5	PF13857
Pdum_DN10727_c0_g1	1	Ank_KRIT1	PF24521
Pdum_DN1073_c0_g1	1	Tetraspanin	PF00335
Pdum_DN1073_c0_g1	1	RTX	PF02382
Pdum_DN1073_c0_g1	1	CD20	PF04103
Pdum_DN1073_c0_g1	1	L6_membrane	PF05805
Pdum_DN1073_c0_g1	1	DUF6114	PF19609
Pdum_DN1073_c0_g1	1	DUF6637	PF20342
Pdum_DN1073_c0_g1	1	DUF2207_C	PF20990
Pdum_DN107447_c0_g1	1	Creatininase	PF02633
Pdum_DN107447_c0_g1	1	COG3_N	PF04136
Pdum_DN107447_c0_g1	1	TNP-like_RNaseH_C	PF21789
Pdum_DN107447_c0_g1	1	THAP9_C	PF22824
Pdum_DN107447_c0_g1	1	NET2A_C	PF24918
Pdum_DN10757_c0_g2	1	ZapB	PF06005
Pdum_DN10757_c0_g2	1	Map3k7cl	PF27575
Pdum_DN10760_c0_g1	1	F5_F8_type_C_2	PF22633
Pdum_DN10761_c1_g1	1	GDNF	PF02351
Pdum_DN10761_c1_g1	1	EGF1_RECK	PF25027
Pdum_DN10761_c1_g1	1	DUF7921	PF25537
Pdum_DN10761_c1_g1	1	Fn1_3	PF25868
Pdum_DN10764_c0_g1	1	CUB	PF00431
Pdum_DN10764_c0_g1	1	SUEL_Lectin	PF02140
Pdum_DN10764_c0_g1	1	DUF5665	PF18910
Pdum_DN10782_c0_g1	1	zf-CCHC	PF00098
Pdum_DN1079_c0_g1	1	Lectin_C	PF00059
Pdum_DN1079_c0_g1	1	Mid2	PF04478
Pdum_DN1079_c0_g1	1	Chordopox_A33R	PF05966
Pdum_DN1079_c0_g1	1	Protocadherin	PF08374
Pdum_DN1079_c0_g1	1	stn_TNFRSF12A	PF12191
Pdum_DN1079_c0_g1	1	NAM-associated	PF14303
Pdum_DN1079_c0_g1	1	FAM176	PF14851
Pdum_DN1079_c0_g1	1	TMEM154	PF15102
Pdum_DN1079_c0_g1	1	SIT	PF15330
Pdum_DN1079_c0_g1	1	PRIMA1	PF16101
Pdum_DN1079_c0_g1	1	DUF5385	PF17359
Pdum_DN10808_c0_g1	1	RVT_1	PF00078
Pdum_DN10808_c0_g1	1	zf-CCHC	PF00098
Pdum_DN10808_c0_g1	1	Chromo	PF00385
Pdum_DN10808_c0_g1	1	zf-H2C2	PF09337
Pdum_DN10808_c0_g1	1	zf-CCHC_5	PF14787
Pdum_DN10808_c0_g1	1	Integrase_H2C2	PF17921
Pdum_DN10808_c0_g1	1	Ty3_capsid	PF19259
Pdum_DN10808_c0_g1	1	Integrase_p58_C	PF22938
Pdum_DN10808_c0_g1	1	SH3_Tf2-1	PF24626
Pdum_DN1081_c0_g1	1	Acetyltransf_3	PF13302
Pdum_DN1081_c0_g1	1	Acetyltransf_8	PF13523
Pdum_DN10822_c0_g2	1	Shisa_N	PF13908
Pdum_DN10822_c0_g2	1	ECSCR	PF15820
Pdum_DN10835_c0_g1	1	BTB	PF00651
Pdum_DN10835_c0_g1	1	BTB_2	PF02214
Pdum_DN10835_c0_g1	1	BTB_3	PF16017
Pdum_DN10871_c0_g1	1	HSP20	PF00011
Pdum_DN10871_c0_g1	1	DUF3888	PF13027
Pdum_DN10871_c0_g1	1	LSU	PF24980
Pdum_DN10887_c0_g1	1	JAG1-like_EGF2	PF21795
Pdum_DN10887_c0_g1	1	C1orf162	PF27946
Pdum_DN10898_c0_g1	1	EF-hand_1	PF00036
Pdum_DN10898_c0_g1	1	EF-hand_5	PF13202
Pdum_DN10898_c0_g1	1	EF-hand_6	PF13405
Pdum_DN10898_c0_g1	1	EF-hand_7	PF13499
Pdum_DN10898_c0_g1	1	Nuc_deoxyri_tr2	PF15891
Pdum_DN10914_c0_g1	1	Protocadherin	PF08374
Pdum_DN10948_c0_g1	1	DEAD	PF00270
Pdum_DN10948_c0_g1	1	CbiA	PF01656
Pdum_DN10948_c0_g1	1	PhoU	PF01895
Pdum_DN10948_c0_g1	1	ResIII	PF04851
Pdum_DN10948_c0_g1	1	NACHT	PF05729
Pdum_DN10948_c0_g1	1	AAA_16	PF13191
Pdum_DN10948_c0_g1	1	AAA_22	PF13401
Pdum_DN10948_c0_g1	1	ABC_tran_CTD	PF16326
Pdum_DN10959_c0_g1	1	DUF4199	PF13858
Pdum_DN10959_c0_g1	1	DUF4533	PF15047
Pdum_DN10977_c1_g1	1	Sugar_tr	PF00083
Pdum_DN10977_c1_g1	1	TRI12	PF06609
Pdum_DN10977_c1_g1	1	DUF1440	PF07274
Pdum_DN10977_c1_g1	1	MFS_1	PF07690
Pdum_DN10977_c1_g1	1	DUF2070	PF09843
Pdum_DN10977_c1_g1	1	YbhQ	PF11076
Pdum_DN10977_c1_g1	1	DUF7965	PF25913
Pdum_DN10980_c0_g1	1	zf-C3HC4	PF00097
Pdum_DN10980_c0_g1	1	NHL	PF01436
Pdum_DN10980_c0_g1	1	IBR	PF01485
Pdum_DN10980_c0_g1	1	Kinase-PPPase	PF03618
Pdum_DN10980_c0_g1	1	SGL	PF08450
Pdum_DN10980_c0_g1	1	zf-RING_UBOX	PF13445
Pdum_DN10980_c0_g1	1	zf-RING_2	PF13639
Pdum_DN10980_c0_g1	1	zf-C3HC4_2	PF13923
Pdum_DN10980_c0_g1	1	zf-RING_4	PF14570
Pdum_DN10980_c0_g1	1	zf-RING_5	PF14634
Pdum_DN10980_c0_g1	1	DUF5128	PF17170
Pdum_DN10980_c0_g1	1	ANCHR-like_BBOX	PF22586
Pdum_DN10980_c0_g1	1	Beta-prop_IFT122_1st	PF23381
Pdum_DN10980_c0_g1	1	Vgb_lyase	PF24684
Pdum_DN10980_c0_g1	1	RING_XB3-XBAT31	PF24921
Pdum_DN10980_c0_g1	1	TEN_NHL	PF25021
Pdum_DN10986_c0_g1	1	WS_DGAT_cat	PF03007
Pdum_DN10986_c0_g1	1	LUC7	PF03194
Pdum_DN10986_c0_g1	1	zf-C4H2	PF10146
Pdum_DN10986_c0_g1	1	Rab_bind	PF16704
Pdum_DN10986_c0_g1	1	Wtap	PF17098
Pdum_DN10986_c0_g1	1	Csm1_N	PF18504
Pdum_DN10986_c0_g1	1	KIF9	PF23735
Pdum_DN10986_c0_g1	1	BOS1_GOSR2_MEM11-like_N	PF27021
Pdum_DN10986_c0_g1	1	Map3k7cl	PF27575
Pdum_DN1098_c0_g1	1	Peptidase_M28	PF04389
Pdum_DN1098_c0_g1	1	DUF4988	PF16378
Pdum_DN1098_c0_g1	1	HAUS1	PF25762
Pdum_DN1098_c0_g1	1	Mua	PF28016
Pdum_DN1098_c0_g1	1	Spindly	PF28219
Pdum_DN1102_c0_g1	1	EGF	PF00008
Pdum_DN1102_c0_g1	1	Peptidase_M10	PF00413
Pdum_DN1102_c0_g1	1	hEGF	PF12661
Pdum_DN1102_c0_g1	1	Reprolysin_2	PF13574
Pdum_DN1102_c0_g1	1	Reprolysin_5	PF13688
Pdum_DN1102_c0_g1	1	GPR128_N	PF22257
Pdum_DN1102_c0_g1	1	EGF_Teneurin	PF23106
Pdum_DN1105_c0_g1	1	3Beta_HSD	PF01073
Pdum_DN1105_c0_g1	1	Epimerase	PF01370
Pdum_DN1105_c0_g1	1	Polysacc_synt_2	PF02719
Pdum_DN1105_c0_g1	1	NmrA	PF05368
Pdum_DN1105_c0_g1	1	LMSTEN	PF07988
Pdum_DN1105_c0_g1	1	NAD_binding_4	PF07993
Pdum_DN1105_c0_g1	1	NAD_binding_10	PF13460
Pdum_DN11065_c0_g2	1	WD40	PF00400
Pdum_DN11065_c0_g2	1	ANAPC4_WD40	PF12894
Pdum_DN11065_c0_g2	1	PQQ_2	PF13360
Pdum_DN11065_c0_g2	1	Beta-prop_NUP159_NUP214	PF16755
Pdum_DN11065_c0_g2	1	NBCH_WD40	PF20426
Pdum_DN11065_c0_g2	1	MIOS_WD40	PF21720
Pdum_DN11065_c0_g2	1	Beta-prop_NOL10_N	PF23098
Pdum_DN11065_c0_g2	1	WD_LRWD1	PF23215
Pdum_DN11065_c0_g2	1	VPS11_N	PF23266
Pdum_DN11065_c0_g2	1	PEP5_VPS11_N	PF23341
Pdum_DN11065_c0_g2	1	Beta-prop_IFT122_1st	PF23381
Pdum_DN11065_c0_g2	1	Beta-prop_IFT140_1st	PF23383
Pdum_DN11065_c0_g2	1	Beta-prop_WDR19_1st	PF23389
Pdum_DN11065_c0_g2	1	Beta-prop_WDR90_POC16_2nd	PF23393
Pdum_DN11065_c0_g2	1	Beta-prop_EML	PF23409
Pdum_DN11065_c0_g2	1	Beta-prop_Vps41	PF23411
Pdum_DN11065_c0_g2	1	WD40_RFWD3	PF23419
Pdum_DN11065_c0_g2	1	Beta-prop_EIPR1	PF23609
Pdum_DN11065_c0_g2	1	Beta-prop_LRRK2	PF23748
Pdum_DN11065_c0_g2	1	Beta-prop_WDR11_1st	PF23751
Pdum_DN11065_c0_g2	1	Beta-prop_WDR11_2nd	PF23752
Pdum_DN11065_c0_g2	1	Beta-prop_DCAF12	PF23760
Pdum_DN11065_c0_g2	1	Beta-prop_RIG_1st	PF23770
Pdum_DN11065_c0_g2	1	Beta-prop_RIG_2nd	PF23775
Pdum_DN11065_c0_g2	1	Beta-prop_SPT8	PF23798
Pdum_DN11065_c0_g2	1	Beta-prop_WDR75_1st	PF23869
Pdum_DN11065_c0_g2	1	Beta-prop_CAF1B_HIR1	PF24105
Pdum_DN11065_c0_g2	1	WD40_MABP1-WDR62_2nd	PF24782
Pdum_DN11065_c0_g2	1	EIF3I	PF24805
Pdum_DN11065_c0_g2	1	WD40_CDC20-Fz	PF24807
Pdum_DN11065_c0_g2	1	WD40_WDHD1_1st	PF24817
Pdum_DN11065_c0_g2	1	Beta-prop_TEP1_C	PF25048
Pdum_DN11065_c0_g2	1	Beta-prop_WDR36-Utp21_2nd	PF25168
Pdum_DN11065_c0_g2	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pdum_DN11065_c0_g2	1	Beta-prop_WDR3_2nd	PF25172
Pdum_DN11065_c0_g2	1	Beta-prop_THOC3	PF25174
Pdum_DN11065_c0_g2	1	Beta-prop_WDR5	PF25175
Pdum_DN11065_c0_g2	1	Beta-prop_WDR41	PF25178
Pdum_DN11065_c0_g2	1	Beta-prop_Aladin	PF25460
Pdum_DN11076_c0_g1	1	CUB	PF00431
Pdum_DN11076_c0_g1	1	NAD_binding_8	PF13450
Pdum_DN1107_c0_g1	1	zf-CCCH_4	PF18044
Pdum_DN11108_c0_g2	1	GSH-S_N	PF02951
Pdum_DN11108_c0_g2	1	LapA_dom	PF06305
Pdum_DN11108_c0_g2	1	TraL	PF07178
Pdum_DN11108_c0_g2	1	Epigen_C	PF28398
Pdum_DN11123_c0_g1	1	GTP_EFTU	PF00009
Pdum_DN11123_c0_g1	1	Ank	PF00023
Pdum_DN11123_c0_g1	1	Dynamin_N	PF00350
Pdum_DN11123_c0_g1	1	MMR_HSR1	PF01926
Pdum_DN11123_c0_g1	1	TniB	PF05621
Pdum_DN11123_c0_g1	1	LRR_4	PF12799
Pdum_DN11123_c0_g1	1	AAA_22	PF13401
Pdum_DN11123_c0_g1	1	AAA_29	PF13555
Pdum_DN11123_c0_g1	1	Ank_3	PF13606
Pdum_DN11123_c0_g1	1	Ank_4	PF13637
Pdum_DN11123_c0_g1	1	LRR_8	PF13855
Pdum_DN11123_c0_g1	1	Ank_5	PF13857
Pdum_DN11123_c0_g1	1	COR-A	PF16095
Pdum_DN11123_c0_g1	1	LRR_LRWD1	PF23211
Pdum_DN11123_c0_g1	1	LRR_14	PF23598
Pdum_DN1112_c0_g1	1	PNISR	PF15996
Pdum_DN1112_c0_g1	1	GIP4	PF27836
Pdum_DN1112_c0_g1	1	BH0509	PF28074
Pdum_DN11131_c0_g1	1	UBA	PF00627
Pdum_DN11131_c0_g1	1	Lysozyme_like	PF13702
Pdum_DN11131_c0_g1	1	DUF5302	PF17227
Pdum_DN11131_c0_g1	1	UBA2_UBAP-1	PF21267
Pdum_DN11131_c0_g1	1	UBA_7	PF22562
Pdum_DN11131_c0_g1	1	UBA_9	PF22567
Pdum_DN11158_c1_g1	1	CDC45	PF02724
Pdum_DN11158_c1_g1	1	CCDC106	PF15794
Pdum_DN11158_c1_g1	1	DUF4806	PF16064
Pdum_DN11185_c0_g1	1	CX9C	PF16860
Pdum_DN11185_c0_g1	1	C3orf18_N	PF27898
Pdum_DN1118_c0_g1	1	Arf	PF00025
Pdum_DN1118_c0_g1	1	Ras	PF00071
Pdum_DN1118_c0_g1	1	RsgA_GTPase	PF03193
Pdum_DN1118_c0_g1	1	Gtr1_RagA	PF04670
Pdum_DN1118_c0_g1	1	TniB	PF05621
Pdum_DN1118_c0_g1	1	Roc	PF08477
Pdum_DN1118_c0_g1	1	AAA_22	PF13401
Pdum_DN1118_c0_g1	1	YobI-ATPase	PF20693
Pdum_DN11195_c1_g1	1	RVT_1	PF00078
Pdum_DN11195_c1_g1	1	MIF4G	PF02854
Pdum_DN11195_c1_g1	1	Nab2	PF11517
Pdum_DN11257_c0_g2	1	bZIP_1	PF00170
Pdum_DN11257_c0_g2	1	WD40	PF00400
Pdum_DN11257_c0_g2	1	RCC1	PF00415
Pdum_DN11257_c0_g2	1	CorA	PF01544
Pdum_DN11257_c0_g2	1	zf-P11	PF03854
Pdum_DN11257_c0_g2	1	zf-Nse	PF11789
Pdum_DN11257_c0_g2	1	zf-rbx1	PF12678
Pdum_DN11257_c0_g2	1	ANAPC4_WD40	PF12894
Pdum_DN11257_c0_g2	1	RCC1_2	PF13540
Pdum_DN11257_c0_g2	1	zf-RING_2	PF13639
Pdum_DN11257_c0_g2	1	zf-C3HC4_2	PF13923
Pdum_DN11257_c0_g2	1	Prok-RING_4	PF14447
Pdum_DN11257_c0_g2	1	zf-RING_4	PF14570
Pdum_DN11257_c0_g2	1	zf-C3HC4_4	PF15227
Pdum_DN11257_c0_g2	1	zf-RING_10	PF16685
Pdum_DN11257_c0_g2	1	DUF5074	PF16819
Pdum_DN11257_c0_g2	1	WD40_like	PF17005
Pdum_DN11257_c0_g2	1	Sina_RING	PF21362
Pdum_DN11257_c0_g2	1	TRAF3_RING	PF21363
Pdum_DN11257_c0_g2	1	Beta-prop_NOL10_N	PF23098
Pdum_DN11257_c0_g2	1	WDR90_beta-prop_4th	PF23342
Pdum_DN11257_c0_g2	1	Beta-prop_WDR19_1st	PF23389
Pdum_DN11257_c0_g2	1	Beta-prop_WDR90_POC16_2nd	PF23393
Pdum_DN11257_c0_g2	1	Beta-prop_EML	PF23409
Pdum_DN11257_c0_g2	1	Beta-prop_Vps41	PF23411
Pdum_DN11257_c0_g2	1	Beta-prop_EML_2	PF23414
Pdum_DN11257_c0_g2	1	WD40_RFWD3	PF23419
Pdum_DN11257_c0_g2	1	Beta-prop_HPS5	PF23756
Pdum_DN11257_c0_g2	1	Beta-prop_DCAF12	PF23760
Pdum_DN11257_c0_g2	1	Beta-prop_DCAF4	PF23761
Pdum_DN11257_c0_g2	1	Beta-prop_RIG_2nd	PF23775
Pdum_DN11257_c0_g2	1	Beta-prop_WDR75_1st	PF23869
Pdum_DN11257_c0_g2	1	Beta-prop_CAF1B_HIR1	PF24105
Pdum_DN11257_c0_g2	1	Beta-prop_WDR35_TULP_N	PF24797
Pdum_DN11257_c0_g2	1	EIF3I	PF24805
Pdum_DN11257_c0_g2	1	WD40_Prp19	PF24814
Pdum_DN11257_c0_g2	1	WD40_WDHD1_1st	PF24817
Pdum_DN11257_c0_g2	1	RING_XB3-XBAT31	PF24921
Pdum_DN11257_c0_g2	1	Beta-prop_TEP1_2nd	PF25047
Pdum_DN11257_c0_g2	1	Beta-prop_TEP1_C	PF25048
Pdum_DN11257_c0_g2	1	Beta-prop_WDR36-Utp21_1st	PF25171
Pdum_DN11257_c0_g2	1	Beta-prop_WDR5	PF25175
Pdum_DN11257_c0_g2	1	Beta-prop_WDR41	PF25178
Pdum_DN11257_c0_g2	1	Alsin_RLD	PF25384
Pdum_DN11257_c0_g2	1	WD40_Gbeta	PF25391
Pdum_DN11257_c0_g2	1	Beta-prop_Aladin	PF25460
Pdum_DN11257_c0_g2	1	zf-C2H2_AcuF	PF26082
Pdum_DN11257_c1_g1	1	Viral_alk_exo	PF01771
Pdum_DN11257_c1_g1	1	PHD_2	PF13831
Pdum_DN11257_c1_g1	1	PHD_4	PF16866
Pdum_DN11257_c1_g1	1	PHD_5	PF20826
Pdum_DN11257_c1_g1	1	PHD_Pygo	PF27108
Pdum_DN11257_c2_g1	1	AAA	PF00004
Pdum_DN11257_c2_g1	1	GTP_EFTU	PF00009
Pdum_DN11257_c2_g1	1	Arf	PF00025
Pdum_DN11257_c2_g1	1	Ras	PF00071
Pdum_DN11257_c2_g1	1	G-alpha	PF00503
Pdum_DN11257_c2_g1	1	Viral_helicase1	PF01443
Pdum_DN11257_c2_g1	1	ATPase_2	PF01637
Pdum_DN11257_c2_g1	1	MMR_HSR1	PF01926
Pdum_DN11257_c2_g1	1	NACHT	PF05729
Pdum_DN11257_c2_g1	1	AAA_5	PF07728
Pdum_DN11257_c2_g1	1	Roc	PF08477
Pdum_DN11257_c2_g1	1	AAA_7	PF12775
Pdum_DN11257_c2_g1	1	AAA_16	PF13191
